"Gewässer","","'=","Donau 8427",""
"Messstelle","","'=","Immendingen CQQ105 2187",""
"","","'=","Ulm-Wiblingen CQQ803 2198",""
"Parameter","","'=","4 T Temperatur Grad Celsius",""
"Zeitraum","","'=","Tue Dec 01 00:00:00 CET 2015 Sat Aug 31 23:59:59 CEST 2024",""


"Gewässer","GCODE","Messstelle","Ost","Nord","Parameter","Datum","Tagesmittelwert","Dimension"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.10.2020","8,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.10.2020","9,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.10.2020","9,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","31.10.2020","9,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.11.2020","8,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.11.2020","10,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.11.2020","11,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.11.2020","10,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.11.2020","9,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.11.2020","8,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.11.2020","8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.11.2020","7,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.11.2020","7,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.11.2020","7,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.11.2020","7,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.11.2020","7,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.11.2020","7,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.11.2020","7,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.11.2020","7,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.11.2020","7,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.11.2020","7,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.11.2020","6,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.11.2020","6,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.11.2020","6,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.11.2020","5,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.11.2020","4,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.11.2020","3,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.11.2020","4,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.11.2020","4,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.11.2020","4,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.11.2020","3,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.11.2020","3,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.11.2020","2,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.11.2020","2,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.12.2020","2,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.12.2020","2,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.12.2020","2,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.12.2020","2,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.12.2020","2,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.12.2020","2,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.12.2020","2,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.12.2020","2,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.12.2020","2,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.12.2020","2,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.12.2020","2,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.12.2020","2,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.12.2020","3,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.12.2020","4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.12.2020","3,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.12.2020","4,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.12.2020","4,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.12.2020","4,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.12.2020","4,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.12.2020","4,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.12.2020","4,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.12.2020","5,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.12.2020","7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.12.2020","7,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.12.2020","5,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.12.2020","4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.12.2020","2,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.12.2020","2,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.12.2020","2,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.12.2020","3,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","31.12.2020","3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.01.2021","3,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.01.2021","3,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.01.2021","3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.01.2021","2,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.01.2021","2,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.01.2021","2,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.01.2021","2,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.01.2021","2,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.01.2021","1,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.01.2021","0,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.01.2021","0,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.01.2021","0,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.01.2021","0,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.01.2021","0,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.01.2021","0,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.01.2021","0,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.01.2021","0,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.01.2021","0,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.01.2021","0,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.01.2021","0,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.01.2021","1,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.01.2021","2,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.01.2021","3,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.01.2021","2,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.01.2021","2,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.01.2021","2,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.01.2021","2,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.01.2021","2,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.01.2021","2,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.01.2021","2,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","31.01.2021","4,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.02.2021","4,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.02.2021","5,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.02.2021","5,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.02.2021","5,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.02.2021","6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.02.2021","6,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.02.2021","5,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.02.2021","5,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.02.2021","4,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.02.2021","4,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.02.2021","2,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.02.2021","1,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.02.2021","0,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.02.2021","0,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.02.2021","1,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.02.2021","3,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.02.2021","4,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.02.2021","4,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.02.2021","5,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.02.2021","5,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.02.2021","5,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.02.2021","5,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.02.2021","5,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.02.2021","6,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.02.2021","6,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.02.2021","6,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.02.2021","6,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.02.2021","6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.03.2021","5,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.03.2021","5,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.03.2021","5,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.03.2021","6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.03.2021","6,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.03.2021","5,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.03.2021","5,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.03.2021","5,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.03.2021","5,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.03.2021","5,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.03.2021","6,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.03.2021","6,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.03.2021","6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.03.2021","5,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.03.2021","4,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.03.2021","4,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.03.2021","4,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.03.2021","4,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.03.2021","4,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.03.2021","4,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.03.2021","4,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.03.2021","4,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.03.2021","5,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.03.2021","6,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.03.2021","7,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.03.2021","7,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.03.2021","8,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.03.2021","8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.03.2021","7,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.03.2021","8,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","31.03.2021","9,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.04.2021","10,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.04.2021","10,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.04.2021","9,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.04.2021","8,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.04.2021","7,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.04.2021","6,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.04.2021","5,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.04.2021","5,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.04.2021","6,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.04.2021","8,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.04.2021","10,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.04.2021","9,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.04.2021","8,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.04.2021","7,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.04.2021","6,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.04.2021","6,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.04.2021","6,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.04.2021","6,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.04.2021","6,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.04.2021","7,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.04.2021","8,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.04.2021","10,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.04.2021","10,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.04.2021","11,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.04.2021","12,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.04.2021","12,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.04.2021","12,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.04.2021","13","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.04.2021","13,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.04.2021","12,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.05.2021","10,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.05.2021","9,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.05.2021","9,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.05.2021","9,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.05.2021","10,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.05.2021","9,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.05.2021","8,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.05.2021","9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.05.2021","10,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.05.2021","12","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.05.2021","11,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.05.2021","10,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.05.2021","10,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.05.2021","10,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.05.2021","11","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.05.2021","10,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.05.2021","10,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.05.2021","10,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.05.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.05.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.05.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.05.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.05.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.05.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.05.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.05.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.05.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.05.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.05.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.05.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","31.05.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.06.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.06.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.06.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.06.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.06.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.06.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.06.2021",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.06.2021","14,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.06.2021","14,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.06.2021","14,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.06.2021","14,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.06.2021","15,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.06.2021","16,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.06.2021","16,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.06.2021","17,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.06.2021","18,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.06.2021","19","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.06.2021","19,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.06.2021","20,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.06.2021","19,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.06.2021","19","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.06.2021","17,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.06.2021","17,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.06.2021","16,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.06.2021","15,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.06.2021","16,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.06.2021","17,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.06.2021","17,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.06.2021","17","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.06.2021","15,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.07.2021","14,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.07.2021","14,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.07.2021","15,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.07.2021","15,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.07.2021","14,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.07.2021","15","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.07.2021","14,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.07.2021","14,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.07.2021","15,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.07.2021","15,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.07.2021","16,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.07.2021","16,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.07.2021","16","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.07.2021","14,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.07.2021","14,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.07.2021","14,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.07.2021","14,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.07.2021","15,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.07.2021","15,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.07.2021","16,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.07.2021","16,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.07.2021","16,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.07.2021","16,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.07.2021","16,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.07.2021","15,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.07.2021","15,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.07.2021","15,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.07.2021","16","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.07.2021","16,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.07.2021","16,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","31.07.2021","17","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.08.2021","16,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.08.2021","15,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.08.2021","14,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.08.2021","14,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.08.2021","14,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.08.2021","15,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.08.2021","15","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.08.2021","14,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.08.2021","14,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.08.2021","15,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.08.2021","16,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.08.2021","17,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.08.2021","18,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.08.2021","19,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.08.2021","19,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.08.2021","19,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.08.2021","17,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.08.2021","16,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.08.2021","16,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.08.2021","16,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.08.2021","17,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.08.2021","17,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.08.2021","16,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.08.2021","16,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.08.2021","15,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.08.2021","15,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.08.2021","15,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.08.2021","14,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.08.2021","14,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.08.2021","14,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","31.08.2021","14,6","°C"
