station_id,parameter_id,feature_id,unit,date,value,dt_loc_estimated,latitude,longitude
mythuan,tss,hightide,g/m3,2017-01-25,39.2,2017-01-25 17:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2017-01-26,36.8,2017-01-26 17:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2017-01-27,51.9,2017-01-27 18:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2017-01-28,20.1,2017-01-28 18:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2017-01-29,66.3,2017-01-29 06:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2017-01-30,27.2,2017-01-30 06:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2017-01-31,36.7,2017-01-31 06:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-01,56.9,2018-01-01 17:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-02,50.4,2018-01-02 18:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-03,98.7,2018-01-03 18:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-04,60.6,2018-01-04 06:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-05,56.1,2018-01-05 06:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-06,27.5,2018-01-06 07:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-07,44.3,2018-01-07 08:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-08,52.5,2018-01-08 09:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-09,38.9,2018-01-09 10:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-10,34.2,2018-01-10 11:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-11,48.7,2018-01-11 14:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-12,46.0,2018-01-12 15:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-13,47.7,2018-01-13 16:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-14,27.9,2018-01-14 17:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-15,40.1,2018-01-15 17:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-16,55.7,2018-01-16 18:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-17,39.7,2018-01-17 18:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-18,59.9,2018-01-18 18:00:00+07:00,10.277665,105.916715
