,river,station_id,name,temperature,dt64,geometry
2144,Rhein,CXX334,Iffezheim,21.1,1998-06-10,POINT (8.109691899961788 48.83126839719035)
2145,Rhein,CXX334,Iffezheim,20.6,1998-06-11,POINT (8.109691899961788 48.83126839719035)
2146,Rhein,CXX334,Iffezheim,19.5,1998-06-12,POINT (8.109691899961788 48.83126839719035)
2147,Rhein,CXX334,Iffezheim,19.2,1998-06-13,POINT (8.109691899961788 48.83126839719035)
2148,Rhein,CXX334,Iffezheim,18.4,1998-06-14,POINT (8.109691899961788 48.83126839719035)
2149,Rhein,CXX334,Iffezheim,17.7,1998-06-15,POINT (8.109691899961788 48.83126839719035)
2150,Rhein,CXX334,Iffezheim,17.0,1998-06-16,POINT (8.109691899961788 48.83126839719035)
2151,Rhein,CXX334,Iffezheim,17.3,1998-06-17,POINT (8.109691899961788 48.83126839719035)
2152,Rhein,CXX334,Iffezheim,17.8,1998-06-18,POINT (8.109691899961788 48.83126839719035)
2153,Rhein,CXX334,Iffezheim,18.2,1998-06-19,POINT (8.109691899961788 48.83126839719035)
2154,Rhein,CXX334,Iffezheim,18.8,1998-06-20,POINT (8.109691899961788 48.83126839719035)
2155,Rhein,CXX334,Iffezheim,19.2,1998-06-21,POINT (8.109691899961788 48.83126839719035)
2156,Rhein,CXX334,Iffezheim,20.4,1998-06-22,POINT (8.109691899961788 48.83126839719035)
2157,Rhein,CXX334,Iffezheim,20.8,1998-06-23,POINT (8.109691899961788 48.83126839719035)
2158,Rhein,CXX334,Iffezheim,21.3,1998-06-24,POINT (8.109691899961788 48.83126839719035)
2159,Rhein,CXX334,Iffezheim,21.9,1998-06-25,POINT (8.109691899961788 48.83126839719035)
2160,Rhein,CXX334,Iffezheim,21.9,1998-06-26,POINT (8.109691899961788 48.83126839719035)
2161,Rhein,CXX334,Iffezheim,21.7,1998-06-27,POINT (8.109691899961788 48.83126839719035)
2162,Rhein,CXX334,Iffezheim,21.8,1998-06-28,POINT (8.109691899961788 48.83126839719035)
2163,Rhein,CXX334,Iffezheim,21.9,1998-06-29,POINT (8.109691899961788 48.83126839719035)
2164,Rhein,CXX334,Iffezheim,21.8,1998-06-30,POINT (8.109691899961788 48.83126839719035)
2165,Rhein,CXX334,Iffezheim,21.6,1998-07-01,POINT (8.109691899961788 48.83126839719035)
2166,Rhein,CXX334,Iffezheim,21.4,1998-07-02,POINT (8.109691899961788 48.83126839719035)
2167,Rhein,CXX334,Iffezheim,21.2,1998-07-03,POINT (8.109691899961788 48.83126839719035)
2168,Rhein,CXX334,Iffezheim,21.3,1998-07-04,POINT (8.109691899961788 48.83126839719035)
2169,Rhein,CXX334,Iffezheim,21.2,1998-07-05,POINT (8.109691899961788 48.83126839719035)
2170,Rhein,CXX334,Iffezheim,21.0,1998-07-06,POINT (8.109691899961788 48.83126839719035)
2171,Rhein,CXX334,Iffezheim,20.8,1998-07-07,POINT (8.109691899961788 48.83126839719035)
2172,Rhein,CXX334,Iffezheim,20.2,1998-07-08,POINT (8.109691899961788 48.83126839719035)
2173,Rhein,CXX334,Iffezheim,19.8,1998-07-09,POINT (8.109691899961788 48.83126839719035)
2174,Rhein,CXX334,Iffezheim,19.9,1998-07-10,POINT (8.109691899961788 48.83126839719035)
2175,Rhein,CXX334,Iffezheim,20.0,1998-07-11,POINT (8.109691899961788 48.83126839719035)
2176,Rhein,CXX334,Iffezheim,19.8,1998-07-12,POINT (8.109691899961788 48.83126839719035)
2177,Rhein,CXX334,Iffezheim,19.6,1998-07-13,POINT (8.109691899961788 48.83126839719035)
2178,Rhein,CXX334,Iffezheim,19.7,1998-07-14,POINT (8.109691899961788 48.83126839719035)
2179,Rhein,CXX334,Iffezheim,20.0,1998-07-15,POINT (8.109691899961788 48.83126839719035)
2180,Rhein,CXX334,Iffezheim,19.9,1998-07-16,POINT (8.109691899961788 48.83126839719035)
2181,Rhein,CXX334,Iffezheim,19.6,1998-07-17,POINT (8.109691899961788 48.83126839719035)
2182,Rhein,CXX334,Iffezheim,20.0,1998-07-18,POINT (8.109691899961788 48.83126839719035)
2183,Rhein,CXX334,Iffezheim,20.3,1998-07-19,POINT (8.109691899961788 48.83126839719035)
2184,Rhein,CXX334,Iffezheim,20.9,1998-07-20,POINT (8.109691899961788 48.83126839719035)
2185,Rhein,CXX334,Iffezheim,21.7,1998-07-21,POINT (8.109691899961788 48.83126839719035)
2186,Rhein,CXX334,Iffezheim,22.3,1998-07-22,POINT (8.109691899961788 48.83126839719035)
2187,Rhein,CXX334,Iffezheim,22.6,1998-07-23,POINT (8.109691899961788 48.83126839719035)
2188,Rhein,CXX334,Iffezheim,22.9,1998-07-24,POINT (8.109691899961788 48.83126839719035)
2189,Rhein,CXX334,Iffezheim,23.2,1998-07-25,POINT (8.109691899961788 48.83126839719035)
2190,Rhein,CXX334,Iffezheim,23.3,1998-07-26,POINT (8.109691899961788 48.83126839719035)
2191,Rhein,CXX334,Iffezheim,23.2,1998-07-27,POINT (8.109691899961788 48.83126839719035)
2192,Rhein,CXX334,Iffezheim,23.0,1998-07-28,POINT (8.109691899961788 48.83126839719035)
2193,Rhein,CXX334,Iffezheim,22.6,1998-07-29,POINT (8.109691899961788 48.83126839719035)
2194,Rhein,CXX334,Iffezheim,22.3,1998-07-30,POINT (8.109691899961788 48.83126839719035)
2195,Rhein,CXX334,Iffezheim,22.1,1998-07-31,POINT (8.109691899961788 48.83126839719035)
2196,Rhein,CXX334,Iffezheim,22.0,1998-08-01,POINT (8.109691899961788 48.83126839719035)
2197,Rhein,CXX334,Iffezheim,21.7,1998-08-02,POINT (8.109691899961788 48.83126839719035)
2198,Rhein,CXX334,Iffezheim,21.4,1998-08-03,POINT (8.109691899961788 48.83126839719035)
2199,Rhein,CXX334,Iffezheim,21.6,1998-08-04,POINT (8.109691899961788 48.83126839719035)
2200,Rhein,CXX334,Iffezheim,21.8,1998-08-05,POINT (8.109691899961788 48.83126839719035)
2201,Rhein,CXX334,Iffezheim,22.0,1998-08-06,POINT (8.109691899961788 48.83126839719035)
2202,Rhein,CXX334,Iffezheim,22.2,1998-08-07,POINT (8.109691899961788 48.83126839719035)
2203,Rhein,CXX334,Iffezheim,22.6,1998-08-08,POINT (8.109691899961788 48.83126839719035)
2204,Rhein,CXX334,Iffezheim,23.1,1998-08-09,POINT (8.109691899961788 48.83126839719035)
2205,Rhein,CXX334,Iffezheim,23.6,1998-08-10,POINT (8.109691899961788 48.83126839719035)
2206,Rhein,CXX334,Iffezheim,24.1,1998-08-11,POINT (8.109691899961788 48.83126839719035)
2207,Rhein,CXX334,Iffezheim,24.6,1998-08-12,POINT (8.109691899961788 48.83126839719035)
2208,Rhein,CXX334,Iffezheim,24.6,1998-08-13,POINT (8.109691899961788 48.83126839719035)
2209,Rhein,CXX334,Iffezheim,24.6,1998-08-14,POINT (8.109691899961788 48.83126839719035)
2210,Rhein,CXX334,Iffezheim,24.6,1998-08-15,POINT (8.109691899961788 48.83126839719035)
2211,Rhein,CXX334,Iffezheim,24.8,1998-08-16,POINT (8.109691899961788 48.83126839719035)
2212,Rhein,CXX334,Iffezheim,25.2,1998-08-17,POINT (8.109691899961788 48.83126839719035)
2213,Rhein,CXX334,Iffezheim,25.2,1998-08-18,POINT (8.109691899961788 48.83126839719035)
2214,Rhein,CXX334,Iffezheim,25.0,1998-08-19,POINT (8.109691899961788 48.83126839719035)
2215,Rhein,CXX334,Iffezheim,24.7,1998-08-20,POINT (8.109691899961788 48.83126839719035)
2216,Rhein,CXX334,Iffezheim,24.1,1998-08-21,POINT (8.109691899961788 48.83126839719035)
2217,Rhein,CXX334,Iffezheim,23.1,1998-08-22,POINT (8.109691899961788 48.83126839719035)
2218,Rhein,CXX334,Iffezheim,22.6,1998-08-23,POINT (8.109691899961788 48.83126839719035)
2219,Rhein,CXX334,Iffezheim,22.5,1998-08-24,POINT (8.109691899961788 48.83126839719035)
2220,Rhein,CXX334,Iffezheim,22.2,1998-08-25,POINT (8.109691899961788 48.83126839719035)
2221,Rhein,CXX334,Iffezheim,21.5,1998-08-26,POINT (8.109691899961788 48.83126839719035)
2222,Rhein,CXX334,Iffezheim,20.5,1998-08-27,POINT (8.109691899961788 48.83126839719035)
2223,Rhein,CXX334,Iffezheim,19.9,1998-08-28,POINT (8.109691899961788 48.83126839719035)
2224,Rhein,CXX334,Iffezheim,19.9,1998-08-29,POINT (8.109691899961788 48.83126839719035)
2225,Rhein,CXX334,Iffezheim,19.7,1998-08-30,POINT (8.109691899961788 48.83126839719035)
2226,Rhein,CXX334,Iffezheim,19.9,1998-08-31,POINT (8.109691899961788 48.83126839719035)
2227,Rhein,CXX334,Iffezheim,19.7,1998-09-01,POINT (8.109691899961788 48.83126839719035)
2228,Rhein,CXX334,Iffezheim,19.6,1998-09-02,POINT (8.109691899961788 48.83126839719035)
2229,Rhein,CXX334,Iffezheim,19.8,1998-09-03,POINT (8.109691899961788 48.83126839719035)
2230,Rhein,CXX334,Iffezheim,19.9,1998-09-04,POINT (8.109691899961788 48.83126839719035)
2231,Rhein,CXX334,Iffezheim,20.1,1998-09-05,POINT (8.109691899961788 48.83126839719035)
2232,Rhein,CXX334,Iffezheim,20.2,1998-09-06,POINT (8.109691899961788 48.83126839719035)
2233,Rhein,CXX334,Iffezheim,20.1,1998-09-07,POINT (8.109691899961788 48.83126839719035)
2234,Rhein,CXX334,Iffezheim,19.9,1998-09-08,POINT (8.109691899961788 48.83126839719035)
2235,Rhein,CXX334,Iffezheim,19.9,1998-09-09,POINT (8.109691899961788 48.83126839719035)
2236,Rhein,CXX334,Iffezheim,19.7,1998-09-10,POINT (8.109691899961788 48.83126839719035)
2237,Rhein,CXX334,Iffezheim,19.4,1998-09-11,POINT (8.109691899961788 48.83126839719035)
2238,Rhein,CXX334,Iffezheim,19.3,1998-09-12,POINT (8.109691899961788 48.83126839719035)
2239,Rhein,CXX334,Iffezheim,18.7,1998-09-13,POINT (8.109691899961788 48.83126839719035)
2240,Rhein,CXX334,Iffezheim,17.3,1998-09-14,POINT (8.109691899961788 48.83126839719035)
2241,Rhein,CXX334,Iffezheim,16.1,1998-09-15,POINT (8.109691899961788 48.83126839719035)
2242,Rhein,CXX334,Iffezheim,15.7,1998-09-16,POINT (8.109691899961788 48.83126839719035)
2243,Rhein,CXX334,Iffezheim,15.4,1998-09-17,POINT (8.109691899961788 48.83126839719035)
2244,Rhein,CXX334,Iffezheim,15.3,1998-09-18,POINT (8.109691899961788 48.83126839719035)
2245,Rhein,CXX334,Iffezheim,15.5,1998-09-19,POINT (8.109691899961788 48.83126839719035)
2246,Rhein,CXX334,Iffezheim,15.5,1998-09-20,POINT (8.109691899961788 48.83126839719035)
2247,Rhein,CXX334,Iffezheim,15.3,1998-09-21,POINT (8.109691899961788 48.83126839719035)
2248,Rhein,CXX334,Iffezheim,15.5,1998-09-22,POINT (8.109691899961788 48.83126839719035)
2249,Rhein,CXX334,Iffezheim,15.8,1998-09-23,POINT (8.109691899961788 48.83126839719035)
2250,Rhein,CXX334,Iffezheim,16.1,1998-09-24,POINT (8.109691899961788 48.83126839719035)
2251,Rhein,CXX334,Iffezheim,16.2,1998-09-25,POINT (8.109691899961788 48.83126839719035)
2252,Rhein,CXX334,Iffezheim,16.2,1998-09-26,POINT (8.109691899961788 48.83126839719035)
2253,Rhein,CXX334,Iffezheim,16.4,1998-09-27,POINT (8.109691899961788 48.83126839719035)
2254,Rhein,CXX334,Iffezheim,16.4,1998-09-28,POINT (8.109691899961788 48.83126839719035)
2255,Rhein,CXX334,Iffezheim,16.6,1998-09-29,POINT (8.109691899961788 48.83126839719035)
2256,Rhein,CXX334,Iffezheim,16.5,1998-09-30,POINT (8.109691899961788 48.83126839719035)
2257,Rhein,CXX334,Iffezheim,16.4,1998-10-01,POINT (8.109691899961788 48.83126839719035)
2258,Rhein,CXX334,Iffezheim,16.3,1998-10-02,POINT (8.109691899961788 48.83126839719035)
2259,Rhein,CXX334,Iffezheim,15.6,1998-10-03,POINT (8.109691899961788 48.83126839719035)
2260,Rhein,CXX334,Iffezheim,15.2,1998-10-04,POINT (8.109691899961788 48.83126839719035)
2261,Rhein,CXX334,Iffezheim,15.0,1998-10-05,POINT (8.109691899961788 48.83126839719035)
2262,Rhein,CXX334,Iffezheim,14.6,1998-10-06,POINT (8.109691899961788 48.83126839719035)
2263,Rhein,CXX334,Iffezheim,14.4,1998-10-07,POINT (8.109691899961788 48.83126839719035)
2264,Rhein,CXX334,Iffezheim,14.6,1998-10-08,POINT (8.109691899961788 48.83126839719035)
2265,Rhein,CXX334,Iffezheim,14.6,1998-10-09,POINT (8.109691899961788 48.83126839719035)
2266,Rhein,CXX334,Iffezheim,14.6,1998-10-10,POINT (8.109691899961788 48.83126839719035)
2267,Rhein,CXX334,Iffezheim,14.3,1998-10-11,POINT (8.109691899961788 48.83126839719035)
2268,Rhein,CXX334,Iffezheim,14.1,1998-10-12,POINT (8.109691899961788 48.83126839719035)
2269,Rhein,CXX334,Iffezheim,13.9,1998-10-13,POINT (8.109691899961788 48.83126839719035)
2270,Rhein,CXX334,Iffezheim,14.0,1998-10-14,POINT (8.109691899961788 48.83126839719035)
2271,Rhein,CXX334,Iffezheim,14.2,1998-10-15,POINT (8.109691899961788 48.83126839719035)
2272,Rhein,CXX334,Iffezheim,14.3,1998-10-16,POINT (8.109691899961788 48.83126839719035)
2273,Rhein,CXX334,Iffezheim,14.4,1998-10-17,POINT (8.109691899961788 48.83126839719035)
2274,Rhein,CXX334,Iffezheim,14.4,1998-10-18,POINT (8.109691899961788 48.83126839719035)
2275,Rhein,CXX334,Iffezheim,14.3,1998-10-19,POINT (8.109691899961788 48.83126839719035)
2276,Rhein,CXX334,Iffezheim,14.1,1998-10-20,POINT (8.109691899961788 48.83126839719035)
2277,Rhein,CXX334,Iffezheim,13.9,1998-10-21,POINT (8.109691899961788 48.83126839719035)
2278,Rhein,CXX334,Iffezheim,13.6,1998-10-22,POINT (8.109691899961788 48.83126839719035)
2279,Rhein,CXX334,Iffezheim,13.5,1998-10-23,POINT (8.109691899961788 48.83126839719035)
2280,Rhein,CXX334,Iffezheim,13.3,1998-10-24,POINT (8.109691899961788 48.83126839719035)
2281,Rhein,CXX334,Iffezheim,13.1,1998-10-25,POINT (8.109691899961788 48.83126839719035)
2282,Rhein,CXX334,Iffezheim,12.9,1998-10-26,POINT (8.109691899961788 48.83126839719035)
2283,Rhein,CXX334,Iffezheim,12.8,1998-10-27,POINT (8.109691899961788 48.83126839719035)
2284,Rhein,CXX334,Iffezheim,12.4,1998-10-28,POINT (8.109691899961788 48.83126839719035)
2285,Rhein,CXX334,Iffezheim,12.1,1998-10-29,POINT (8.109691899961788 48.83126839719035)
2286,Rhein,CXX334,Iffezheim,11.4,1998-10-30,POINT (8.109691899961788 48.83126839719035)
2287,Rhein,CXX334,Iffezheim,11.2,1998-10-31,POINT (8.109691899961788 48.83126839719035)
2288,Rhein,CXX334,Iffezheim,11.0,1998-11-01,POINT (8.109691899961788 48.83126839719035)
2289,Rhein,CXX334,Iffezheim,10.6,1998-11-02,POINT (8.109691899961788 48.83126839719035)
2290,Rhein,CXX334,Iffezheim,10.7,1998-11-03,POINT (8.109691899961788 48.83126839719035)
2291,Rhein,CXX334,Iffezheim,10.7,1998-11-04,POINT (8.109691899961788 48.83126839719035)
2292,Rhein,CXX334,Iffezheim,10.5,1998-11-05,POINT (8.109691899961788 48.83126839719035)
2293,Rhein,CXX334,Iffezheim,10.0,1998-11-06,POINT (8.109691899961788 48.83126839719035)
2294,Rhein,CXX334,Iffezheim,9.8,1998-11-07,POINT (8.109691899961788 48.83126839719035)
2295,Rhein,CXX334,Iffezheim,9.9,1998-11-08,POINT (8.109691899961788 48.83126839719035)
2296,Rhein,CXX334,Iffezheim,10.1,1998-11-09,POINT (8.109691899961788 48.83126839719035)
2297,Rhein,CXX334,Iffezheim,10.2,1998-11-10,POINT (8.109691899961788 48.83126839719035)
2298,Rhein,CXX334,Iffezheim,10.2,1998-11-11,POINT (8.109691899961788 48.83126839719035)
2299,Rhein,CXX334,Iffezheim,10.1,1998-11-12,POINT (8.109691899961788 48.83126839719035)
2300,Rhein,CXX334,Iffezheim,9.7,1998-11-13,POINT (8.109691899961788 48.83126839719035)
2301,Rhein,CXX334,Iffezheim,9.2,1998-11-14,POINT (8.109691899961788 48.83126839719035)
2302,Rhein,CXX334,Iffezheim,9.0,1998-11-15,POINT (8.109691899961788 48.83126839719035)
2303,Rhein,CXX334,Iffezheim,8.9,1998-11-16,POINT (8.109691899961788 48.83126839719035)
2304,Rhein,CXX334,Iffezheim,8.6,1998-11-17,POINT (8.109691899961788 48.83126839719035)
2305,Rhein,CXX334,Iffezheim,8.0,1998-11-18,POINT (8.109691899961788 48.83126839719035)
2306,Rhein,CXX334,Iffezheim,7.5,1998-11-19,POINT (8.109691899961788 48.83126839719035)
2307,Rhein,CXX334,Iffezheim,7.1,1998-11-20,POINT (8.109691899961788 48.83126839719035)
2308,Rhein,CXX334,Iffezheim,6.7,1998-11-21,POINT (8.109691899961788 48.83126839719035)
2309,Rhein,CXX334,Iffezheim,6.0,1998-11-22,POINT (8.109691899961788 48.83126839719035)
2310,Rhein,CXX334,Iffezheim,5.8,1998-11-23,POINT (8.109691899961788 48.83126839719035)
2311,Rhein,CXX334,Iffezheim,5.7,1998-11-24,POINT (8.109691899961788 48.83126839719035)
2312,Rhein,CXX334,Iffezheim,5.5,1998-11-25,POINT (8.109691899961788 48.83126839719035)
2313,Rhein,CXX334,Iffezheim,5.4,1998-11-26,POINT (8.109691899961788 48.83126839719035)
2314,Rhein,CXX334,Iffezheim,5.4,1998-11-27,POINT (8.109691899961788 48.83126839719035)
2315,Rhein,CXX334,Iffezheim,5.7,1998-12-04,POINT (8.109691899961788 48.83126839719035)
2316,Rhein,CXX334,Iffezheim,5.5,1998-12-05,POINT (8.109691899961788 48.83126839719035)
2317,Rhein,CXX334,Iffezheim,5.4,1998-12-06,POINT (8.109691899961788 48.83126839719035)
2318,Rhein,CXX334,Iffezheim,5.3,1998-12-07,POINT (8.109691899961788 48.83126839719035)
2319,Rhein,CXX334,Iffezheim,5.3,1998-12-08,POINT (8.109691899961788 48.83126839719035)
2320,Rhein,CXX334,Iffezheim,5.1,1998-12-09,POINT (8.109691899961788 48.83126839719035)
2321,Rhein,CXX334,Iffezheim,5.1,1998-12-10,POINT (8.109691899961788 48.83126839719035)
2322,Rhein,CXX334,Iffezheim,5.1,1998-12-11,POINT (8.109691899961788 48.83126839719035)
2323,Rhein,CXX334,Iffezheim,5.3,1998-12-12,POINT (8.109691899961788 48.83126839719035)
2324,Rhein,CXX334,Iffezheim,5.7,1998-12-13,POINT (8.109691899961788 48.83126839719035)
2325,Rhein,CXX334,Iffezheim,6.1,1998-12-14,POINT (8.109691899961788 48.83126839719035)
2326,Rhein,CXX334,Iffezheim,6.5,1998-12-15,POINT (8.109691899961788 48.83126839719035)
2327,Rhein,CXX334,Iffezheim,6.5,1998-12-16,POINT (8.109691899961788 48.83126839719035)
2328,Rhein,CXX334,Iffezheim,6.3,1998-12-17,POINT (8.109691899961788 48.83126839719035)
2329,Rhein,CXX334,Iffezheim,6.1,1998-12-18,POINT (8.109691899961788 48.83126839719035)
2330,Rhein,CXX334,Iffezheim,6.0,1998-12-19,POINT (8.109691899961788 48.83126839719035)
2331,Rhein,CXX334,Iffezheim,6.0,1998-12-20,POINT (8.109691899961788 48.83126839719035)
2332,Rhein,CXX334,Iffezheim,5.8,1998-12-21,POINT (8.109691899961788 48.83126839719035)
2333,Rhein,CXX334,Iffezheim,5.6,1998-12-22,POINT (8.109691899961788 48.83126839719035)
2334,Rhein,CXX334,Iffezheim,5.4,1998-12-23,POINT (8.109691899961788 48.83126839719035)
2335,Rhein,CXX334,Iffezheim,5.2,1998-12-24,POINT (8.109691899961788 48.83126839719035)
2336,Rhein,CXX334,Iffezheim,5.0,1998-12-25,POINT (8.109691899961788 48.83126839719035)
2337,Rhein,CXX334,Iffezheim,5.0,1998-12-26,POINT (8.109691899961788 48.83126839719035)
2338,Rhein,CXX334,Iffezheim,5.2,1998-12-27,POINT (8.109691899961788 48.83126839719035)
2339,Rhein,CXX334,Iffezheim,5.4,1998-12-28,POINT (8.109691899961788 48.83126839719035)
2340,Rhein,CXX334,Iffezheim,5.6,1998-12-29,POINT (8.109691899961788 48.83126839719035)
2341,Rhein,CXX334,Iffezheim,5.8,1998-12-30,POINT (8.109691899961788 48.83126839719035)
2342,Rhein,CXX334,Iffezheim,5.8,1998-12-31,POINT (8.109691899961788 48.83126839719035)
2343,Rhein,CXX334,Iffezheim,5.8,1999-01-01,POINT (8.109691899961788 48.83126839719035)
2344,Rhein,CXX334,Iffezheim,5.9,1999-01-02,POINT (8.109691899961788 48.83126839719035)
2345,Rhein,CXX334,Iffezheim,6.0,1999-01-03,POINT (8.109691899961788 48.83126839719035)
2346,Rhein,CXX334,Iffezheim,6.1,1999-01-04,POINT (8.109691899961788 48.83126839719035)
2347,Rhein,CXX334,Iffezheim,6.6,1999-01-05,POINT (8.109691899961788 48.83126839719035)
2348,Rhein,CXX334,Iffezheim,6.8,1999-01-06,POINT (8.109691899961788 48.83126839719035)
2349,Rhein,CXX334,Iffezheim,6.8,1999-01-07,POINT (8.109691899961788 48.83126839719035)
2350,Rhein,CXX334,Iffezheim,6.7,1999-01-08,POINT (8.109691899961788 48.83126839719035)
2351,Rhein,CXX334,Iffezheim,6.9,1999-01-09,POINT (8.109691899961788 48.83126839719035)
2352,Rhein,CXX334,Iffezheim,6.7,1999-01-10,POINT (8.109691899961788 48.83126839719035)
2353,Rhein,CXX334,Iffezheim,6.2,1999-01-11,POINT (8.109691899961788 48.83126839719035)
2354,Rhein,CXX334,Iffezheim,5.6,1999-01-12,POINT (8.109691899961788 48.83126839719035)
2355,Rhein,CXX334,Iffezheim,5.3,1999-01-13,POINT (8.109691899961788 48.83126839719035)
2356,Rhein,CXX334,Iffezheim,5.3,1999-01-14,POINT (8.109691899961788 48.83126839719035)
2357,Rhein,CXX334,Iffezheim,5.4,1999-01-15,POINT (8.109691899961788 48.83126839719035)
2358,Rhein,CXX334,Iffezheim,5.4,1999-01-16,POINT (8.109691899961788 48.83126839719035)
2359,Rhein,CXX334,Iffezheim,5.6,1999-01-17,POINT (8.109691899961788 48.83126839719035)
2360,Rhein,CXX334,Iffezheim,5.7,1999-01-18,POINT (8.109691899961788 48.83126839719035)
2361,Rhein,CXX334,Iffezheim,6.0,1999-01-19,POINT (8.109691899961788 48.83126839719035)
2362,Rhein,CXX334,Iffezheim,6.0,1999-01-20,POINT (8.109691899961788 48.83126839719035)
2363,Rhein,CXX334,Iffezheim,5.9,1999-01-21,POINT (8.109691899961788 48.83126839719035)
2364,Rhein,CXX334,Iffezheim,5.8,1999-01-22,POINT (8.109691899961788 48.83126839719035)
2365,Rhein,CXX334,Iffezheim,5.8,1999-01-23,POINT (8.109691899961788 48.83126839719035)
2366,Rhein,CXX334,Iffezheim,5.7,1999-01-24,POINT (8.109691899961788 48.83126839719035)
2367,Rhein,CXX334,Iffezheim,5.9,1999-01-25,POINT (8.109691899961788 48.83126839719035)
2368,Rhein,CXX334,Iffezheim,6.2,1999-01-26,POINT (8.109691899961788 48.83126839719035)
2369,Rhein,CXX334,Iffezheim,6.3,1999-01-27,POINT (8.109691899961788 48.83126839719035)
2370,Rhein,CXX334,Iffezheim,6.1,1999-01-28,POINT (8.109691899961788 48.83126839719035)
2371,Rhein,CXX334,Iffezheim,6.0,1999-01-29,POINT (8.109691899961788 48.83126839719035)
2372,Rhein,CXX334,Iffezheim,5.5,1999-01-30,POINT (8.109691899961788 48.83126839719035)
2373,Rhein,CXX334,Iffezheim,5.1,1999-01-31,POINT (8.109691899961788 48.83126839719035)
2374,Rhein,CXX334,Iffezheim,4.6,1999-02-01,POINT (8.109691899961788 48.83126839719035)
2375,Rhein,CXX334,Iffezheim,4.5,1999-02-02,POINT (8.109691899961788 48.83126839719035)
2376,Rhein,CXX334,Iffezheim,4.6,1999-02-03,POINT (8.109691899961788 48.83126839719035)
2377,Rhein,CXX334,Iffezheim,4.9,1999-02-04,POINT (8.109691899961788 48.83126839719035)
2378,Rhein,CXX334,Iffezheim,5.1,1999-02-05,POINT (8.109691899961788 48.83126839719035)
2379,Rhein,CXX334,Iffezheim,5.2,1999-02-06,POINT (8.109691899961788 48.83126839719035)
2380,Rhein,CXX334,Iffezheim,5.3,1999-02-07,POINT (8.109691899961788 48.83126839719035)
2381,Rhein,CXX334,Iffezheim,5.2,1999-02-08,POINT (8.109691899961788 48.83126839719035)
2382,Rhein,CXX334,Iffezheim,5.1,1999-02-09,POINT (8.109691899961788 48.83126839719035)
2383,Rhein,CXX334,Iffezheim,5.0,1999-02-10,POINT (8.109691899961788 48.83126839719035)
2384,Rhein,CXX334,Iffezheim,4.7,1999-02-11,POINT (8.109691899961788 48.83126839719035)
2385,Rhein,CXX334,Iffezheim,4.2,1999-02-12,POINT (8.109691899961788 48.83126839719035)
2386,Rhein,CXX334,Iffezheim,3.7,1999-02-13,POINT (8.109691899961788 48.83126839719035)
2387,Rhein,CXX334,Iffezheim,3.6,1999-02-14,POINT (8.109691899961788 48.83126839719035)
2388,Rhein,CXX334,Iffezheim,3.6,1999-02-15,POINT (8.109691899961788 48.83126839719035)
2389,Rhein,CXX334,Iffezheim,3.7,1999-02-16,POINT (8.109691899961788 48.83126839719035)
2390,Rhein,CXX334,Iffezheim,3.8,1999-02-17,POINT (8.109691899961788 48.83126839719035)
2391,Rhein,CXX334,Iffezheim,4.0,1999-02-18,POINT (8.109691899961788 48.83126839719035)
2392,Rhein,CXX334,Iffezheim,4.4,1999-02-19,POINT (8.109691899961788 48.83126839719035)
2393,Rhein,CXX334,Iffezheim,5.1,1999-02-20,POINT (8.109691899961788 48.83126839719035)
2394,Rhein,CXX334,Iffezheim,5.3,1999-02-21,POINT (8.109691899961788 48.83126839719035)
2395,Rhein,CXX334,Iffezheim,5.3,1999-02-22,POINT (8.109691899961788 48.83126839719035)
2396,Rhein,CXX334,Iffezheim,5.1,1999-02-23,POINT (8.109691899961788 48.83126839719035)
2397,Rhein,CXX334,Iffezheim,4.8,1999-02-24,POINT (8.109691899961788 48.83126839719035)
2398,Rhein,CXX334,Iffezheim,4.7,1999-02-25,POINT (8.109691899961788 48.83126839719035)
2399,Rhein,CXX334,Iffezheim,5.0,1999-02-26,POINT (8.109691899961788 48.83126839719035)
2400,Rhein,CXX334,Iffezheim,5.3,1999-02-27,POINT (8.109691899961788 48.83126839719035)
2401,Rhein,CXX334,Iffezheim,5.8,1999-02-28,POINT (8.109691899961788 48.83126839719035)
2402,Rhein,CXX334,Iffezheim,5.9,1999-03-01,POINT (8.109691899961788 48.83126839719035)
2403,Rhein,CXX334,Iffezheim,6.2,1999-03-02,POINT (8.109691899961788 48.83126839719035)
2404,Rhein,CXX334,Iffezheim,6.5,1999-03-03,POINT (8.109691899961788 48.83126839719035)
2405,Rhein,CXX334,Iffezheim,6.7,1999-03-04,POINT (8.109691899961788 48.83126839719035)
2406,Rhein,CXX334,Iffezheim,6.6,1999-03-05,POINT (8.109691899961788 48.83126839719035)
2407,Rhein,CXX334,Iffezheim,6.5,1999-03-06,POINT (8.109691899961788 48.83126839719035)
2408,Rhein,CXX334,Iffezheim,6.1,1999-03-07,POINT (8.109691899961788 48.83126839719035)
2409,Rhein,CXX334,Iffezheim,6.1,1999-03-08,POINT (8.109691899961788 48.83126839719035)
2410,Rhein,CXX334,Iffezheim,6.1,1999-03-09,POINT (8.109691899961788 48.83126839719035)
2411,Rhein,CXX334,Iffezheim,6.2,1999-03-10,POINT (8.109691899961788 48.83126839719035)
