,river,station_id,name,temperature,dt64,geometry
15639,Rhein,CXX359,Karlsruhe,5.8,1999-12-27,POINT (8.29631894710105 49.01138576721586)
15640,Rhein,CXX359,Karlsruhe,5.7,1999-12-28,POINT (8.29631894710105 49.01138576721586)
15641,Rhein,CXX359,Karlsruhe,5.6,1999-12-29,POINT (8.29631894710105 49.01138576721586)
15642,Rhein,CXX359,Karlsruhe,5.4,1999-12-30,POINT (8.29631894710105 49.01138576721586)
15643,Rhein,CXX359,Karlsruhe,5.1,1999-12-31,POINT (8.29631894710105 49.01138576721586)
15644,Rhein,CXX359,Karlsruhe,5.2,2000-01-01,POINT (8.29631894710105 49.01138576721586)
15645,Rhein,CXX359,Karlsruhe,5.5,2000-01-02,POINT (8.29631894710105 49.01138576721586)
15646,Rhein,CXX359,Karlsruhe,5.6,2000-01-03,POINT (8.29631894710105 49.01138576721586)
15647,Rhein,CXX359,Karlsruhe,5.8,2000-01-04,POINT (8.29631894710105 49.01138576721586)
15648,Rhein,CXX359,Karlsruhe,6.1,2000-01-05,POINT (8.29631894710105 49.01138576721586)
15649,Rhein,CXX359,Karlsruhe,6.2,2000-01-06,POINT (8.29631894710105 49.01138576721586)
15650,Rhein,CXX359,Karlsruhe,6.3,2000-01-07,POINT (8.29631894710105 49.01138576721586)
15651,Rhein,CXX359,Karlsruhe,6.3,2000-01-08,POINT (8.29631894710105 49.01138576721586)
15652,Rhein,CXX359,Karlsruhe,6.5,2000-01-09,POINT (8.29631894710105 49.01138576721586)
15653,Rhein,CXX359,Karlsruhe,6.5,2000-01-10,POINT (8.29631894710105 49.01138576721586)
15654,Rhein,CXX359,Karlsruhe,6.4,2000-01-11,POINT (8.29631894710105 49.01138576721586)
15655,Rhein,CXX359,Karlsruhe,6.3,2000-01-12,POINT (8.29631894710105 49.01138576721586)
15656,Rhein,CXX359,Karlsruhe,6.2,2000-01-13,POINT (8.29631894710105 49.01138576721586)
15657,Rhein,CXX359,Karlsruhe,6.0,2000-01-14,POINT (8.29631894710105 49.01138576721586)
15658,Rhein,CXX359,Karlsruhe,5.6,2000-01-15,POINT (8.29631894710105 49.01138576721586)
15659,Rhein,CXX359,Karlsruhe,5.4,2000-01-16,POINT (8.29631894710105 49.01138576721586)
15660,Rhein,CXX359,Karlsruhe,5.2,2000-01-17,POINT (8.29631894710105 49.01138576721586)
15661,Rhein,CXX359,Karlsruhe,5.3,2000-01-18,POINT (8.29631894710105 49.01138576721586)
15662,Rhein,CXX359,Karlsruhe,5.3,2000-01-19,POINT (8.29631894710105 49.01138576721586)
15663,Rhein,CXX359,Karlsruhe,5.4,2000-01-20,POINT (8.29631894710105 49.01138576721586)
15664,Rhein,CXX359,Karlsruhe,5.4,2000-01-21,POINT (8.29631894710105 49.01138576721586)
15665,Rhein,CXX359,Karlsruhe,5.5,2000-01-22,POINT (8.29631894710105 49.01138576721586)
15666,Rhein,CXX359,Karlsruhe,5.4,2000-01-23,POINT (8.29631894710105 49.01138576721586)
15667,Rhein,CXX359,Karlsruhe,4.8,2000-01-24,POINT (8.29631894710105 49.01138576721586)
15668,Rhein,CXX359,Karlsruhe,4.1,2000-01-25,POINT (8.29631894710105 49.01138576721586)
15669,Rhein,CXX359,Karlsruhe,3.9,2000-01-26,POINT (8.29631894710105 49.01138576721586)
15670,Rhein,CXX359,Karlsruhe,3.7,2000-01-27,POINT (8.29631894710105 49.01138576721586)
15671,Rhein,CXX359,Karlsruhe,3.7,2000-01-28,POINT (8.29631894710105 49.01138576721586)
15672,Rhein,CXX359,Karlsruhe,4.0,2000-01-29,POINT (8.29631894710105 49.01138576721586)
15673,Rhein,CXX359,Karlsruhe,4.6,2000-01-30,POINT (8.29631894710105 49.01138576721586)
15674,Rhein,CXX359,Karlsruhe,4.8,2000-01-31,POINT (8.29631894710105 49.01138576721586)
15675,Rhein,CXX359,Karlsruhe,5.2,2000-02-01,POINT (8.29631894710105 49.01138576721586)
15676,Rhein,CXX359,Karlsruhe,5.6,2000-02-02,POINT (8.29631894710105 49.01138576721586)
15677,Rhein,CXX359,Karlsruhe,5.9,2000-02-03,POINT (8.29631894710105 49.01138576721586)
15678,Rhein,CXX359,Karlsruhe,5.9,2000-02-04,POINT (8.29631894710105 49.01138576721586)
15679,Rhein,CXX359,Karlsruhe,6.0,2000-02-05,POINT (8.29631894710105 49.01138576721586)
15680,Rhein,CXX359,Karlsruhe,6.1,2000-02-06,POINT (8.29631894710105 49.01138576721586)
15681,Rhein,CXX359,Karlsruhe,6.3,2000-02-07,POINT (8.29631894710105 49.01138576721586)
15682,Rhein,CXX359,Karlsruhe,6.5,2000-02-08,POINT (8.29631894710105 49.01138576721586)
15683,Rhein,CXX359,Karlsruhe,6.5,2000-02-09,POINT (8.29631894710105 49.01138576721586)
15684,Rhein,CXX359,Karlsruhe,6.4,2000-02-10,POINT (8.29631894710105 49.01138576721586)
15685,Rhein,CXX359,Karlsruhe,6.6,2000-02-11,POINT (8.29631894710105 49.01138576721586)
15686,Rhein,CXX359,Karlsruhe,6.3,2000-02-12,POINT (8.29631894710105 49.01138576721586)
15687,Rhein,CXX359,Karlsruhe,5.9,2000-02-13,POINT (8.29631894710105 49.01138576721586)
15688,Rhein,CXX359,Karlsruhe,5.8,2000-02-14,POINT (8.29631894710105 49.01138576721586)
15689,Rhein,CXX359,Karlsruhe,6.1,2000-02-15,POINT (8.29631894710105 49.01138576721586)
15690,Rhein,CXX359,Karlsruhe,6.2,2000-02-16,POINT (8.29631894710105 49.01138576721586)
15691,Rhein,CXX359,Karlsruhe,6.1,2000-02-17,POINT (8.29631894710105 49.01138576721586)
15692,Rhein,CXX359,Karlsruhe,5.9,2000-02-18,POINT (8.29631894710105 49.01138576721586)
15693,Rhein,CXX359,Karlsruhe,5.8,2000-02-19,POINT (8.29631894710105 49.01138576721586)
15694,Rhein,CXX359,Karlsruhe,5.7,2000-02-20,POINT (8.29631894710105 49.01138576721586)
15695,Rhein,CXX359,Karlsruhe,5.6,2000-02-21,POINT (8.29631894710105 49.01138576721586)
15696,Rhein,CXX359,Karlsruhe,5.6,2000-02-22,POINT (8.29631894710105 49.01138576721586)
15697,Rhein,CXX359,Karlsruhe,5.8,2000-02-23,POINT (8.29631894710105 49.01138576721586)
15698,Rhein,CXX359,Karlsruhe,5.8,2000-02-24,POINT (8.29631894710105 49.01138576721586)
15699,Rhein,CXX359,Karlsruhe,6.0,2000-02-25,POINT (8.29631894710105 49.01138576721586)
15700,Rhein,CXX359,Karlsruhe,6.1,2000-02-26,POINT (8.29631894710105 49.01138576721586)
15701,Rhein,CXX359,Karlsruhe,6.3,2000-02-27,POINT (8.29631894710105 49.01138576721586)
15702,Rhein,CXX359,Karlsruhe,6.8,2000-02-28,POINT (8.29631894710105 49.01138576721586)
15703,Rhein,CXX359,Karlsruhe,7.3,2000-02-29,POINT (8.29631894710105 49.01138576721586)
15704,Rhein,CXX359,Karlsruhe,7.4,2000-03-01,POINT (8.29631894710105 49.01138576721586)
15705,Rhein,CXX359,Karlsruhe,7.2,2000-03-02,POINT (8.29631894710105 49.01138576721586)
15706,Rhein,CXX359,Karlsruhe,6.9,2000-03-03,POINT (8.29631894710105 49.01138576721586)
15707,Rhein,CXX359,Karlsruhe,6.7,2000-03-04,POINT (8.29631894710105 49.01138576721586)
15708,Rhein,CXX359,Karlsruhe,6.4,2000-03-05,POINT (8.29631894710105 49.01138576721586)
15709,Rhein,CXX359,Karlsruhe,6.4,2000-03-06,POINT (8.29631894710105 49.01138576721586)
15710,Rhein,CXX359,Karlsruhe,6.6,2000-03-07,POINT (8.29631894710105 49.01138576721586)
15711,Rhein,CXX359,Karlsruhe,6.9,2000-03-08,POINT (8.29631894710105 49.01138576721586)
15712,Rhein,CXX359,Karlsruhe,7.3,2000-03-09,POINT (8.29631894710105 49.01138576721586)
15713,Rhein,CXX359,Karlsruhe,7.8,2000-03-10,POINT (8.29631894710105 49.01138576721586)
15714,Rhein,CXX359,Karlsruhe,8.2,2000-03-11,POINT (8.29631894710105 49.01138576721586)
15715,Rhein,CXX359,Karlsruhe,8.4,2000-03-12,POINT (8.29631894710105 49.01138576721586)
15716,Rhein,CXX359,Karlsruhe,8.8,2000-03-13,POINT (8.29631894710105 49.01138576721586)
15717,Rhein,CXX359,Karlsruhe,9.1,2000-03-14,POINT (8.29631894710105 49.01138576721586)
15718,Rhein,CXX359,Karlsruhe,9.0,2000-03-15,POINT (8.29631894710105 49.01138576721586)
15719,Rhein,CXX359,Karlsruhe,8.7,2000-03-16,POINT (8.29631894710105 49.01138576721586)
15720,Rhein,CXX359,Karlsruhe,8.6,2000-03-17,POINT (8.29631894710105 49.01138576721586)
15721,Rhein,CXX359,Karlsruhe,8.4,2000-03-18,POINT (8.29631894710105 49.01138576721586)
15722,Rhein,CXX359,Karlsruhe,8.1,2000-03-19,POINT (8.29631894710105 49.01138576721586)
15723,Rhein,CXX359,Karlsruhe,7.9,2000-03-20,POINT (8.29631894710105 49.01138576721586)
15724,Rhein,CXX359,Karlsruhe,8.0,2000-03-21,POINT (8.29631894710105 49.01138576721586)
15725,Rhein,CXX359,Karlsruhe,8.4,2000-03-22,POINT (8.29631894710105 49.01138576721586)
15726,Rhein,CXX359,Karlsruhe,8.7,2000-03-23,POINT (8.29631894710105 49.01138576721586)
15727,Rhein,CXX359,Karlsruhe,9.1,2000-03-24,POINT (8.29631894710105 49.01138576721586)
15728,Rhein,CXX359,Karlsruhe,9.4,2000-03-25,POINT (8.29631894710105 49.01138576721586)
15729,Rhein,CXX359,Karlsruhe,9.5,2000-03-26,POINT (8.29631894710105 49.01138576721586)
15730,Rhein,CXX359,Karlsruhe,9.5,2000-03-27,POINT (8.29631894710105 49.01138576721586)
15731,Rhein,CXX359,Karlsruhe,9.3,2000-03-28,POINT (8.29631894710105 49.01138576721586)
15732,Rhein,CXX359,Karlsruhe,8.9,2000-03-29,POINT (8.29631894710105 49.01138576721586)
15733,Rhein,CXX359,Karlsruhe,8.4,2000-03-30,POINT (8.29631894710105 49.01138576721586)
15734,Rhein,CXX359,Karlsruhe,8.2,2000-03-31,POINT (8.29631894710105 49.01138576721586)
15735,Rhein,CXX359,Karlsruhe,8.4,2000-04-01,POINT (8.29631894710105 49.01138576721586)
15736,Rhein,CXX359,Karlsruhe,8.8,2000-04-02,POINT (8.29631894710105 49.01138576721586)
15737,Rhein,CXX359,Karlsruhe,9.3,2000-04-03,POINT (8.29631894710105 49.01138576721586)
15738,Rhein,CXX359,Karlsruhe,9.6,2000-04-04,POINT (8.29631894710105 49.01138576721586)
15739,Rhein,CXX359,Karlsruhe,9.9,2000-04-05,POINT (8.29631894710105 49.01138576721586)
15740,Rhein,CXX359,Karlsruhe,9.9,2000-04-06,POINT (8.29631894710105 49.01138576721586)
15741,Rhein,CXX359,Karlsruhe,9.8,2000-04-07,POINT (8.29631894710105 49.01138576721586)
15742,Rhein,CXX359,Karlsruhe,10.0,2000-04-08,POINT (8.29631894710105 49.01138576721586)
15743,Rhein,CXX359,Karlsruhe,10.3,2000-04-09,POINT (8.29631894710105 49.01138576721586)
15744,Rhein,CXX359,Karlsruhe,10.3,2000-04-10,POINT (8.29631894710105 49.01138576721586)
15745,Rhein,CXX359,Karlsruhe,10.4,2000-04-11,POINT (8.29631894710105 49.01138576721586)
15746,Rhein,CXX359,Karlsruhe,10.4,2000-04-12,POINT (8.29631894710105 49.01138576721586)
15747,Rhein,CXX359,Karlsruhe,10.6,2000-04-13,POINT (8.29631894710105 49.01138576721586)
15748,Rhein,CXX359,Karlsruhe,10.7,2000-04-14,POINT (8.29631894710105 49.01138576721586)
15749,Rhein,CXX359,Karlsruhe,10.7,2000-04-15,POINT (8.29631894710105 49.01138576721586)
15750,Rhein,CXX359,Karlsruhe,10.7,2000-04-16,POINT (8.29631894710105 49.01138576721586)
15751,Rhein,CXX359,Karlsruhe,10.7,2000-04-17,POINT (8.29631894710105 49.01138576721586)
15752,Rhein,CXX359,Karlsruhe,10.7,2000-04-18,POINT (8.29631894710105 49.01138576721586)
15753,Rhein,CXX359,Karlsruhe,10.9,2000-04-19,POINT (8.29631894710105 49.01138576721586)
15754,Rhein,CXX359,Karlsruhe,11.5,2000-04-20,POINT (8.29631894710105 49.01138576721586)
15755,Rhein,CXX359,Karlsruhe,12.0,2000-04-21,POINT (8.29631894710105 49.01138576721586)
15756,Rhein,CXX359,Karlsruhe,12.7,2000-04-22,POINT (8.29631894710105 49.01138576721586)
15757,Rhein,CXX359,Karlsruhe,13.3,2000-04-23,POINT (8.29631894710105 49.01138576721586)
15758,Rhein,CXX359,Karlsruhe,13.5,2000-04-24,POINT (8.29631894710105 49.01138576721586)
15759,Rhein,CXX359,Karlsruhe,13.7,2000-04-25,POINT (8.29631894710105 49.01138576721586)
15760,Rhein,CXX359,Karlsruhe,14.3,2000-04-26,POINT (8.29631894710105 49.01138576721586)
15761,Rhein,CXX359,Karlsruhe,14.6,2000-04-27,POINT (8.29631894710105 49.01138576721586)
15762,Rhein,CXX359,Karlsruhe,14.2,2000-04-28,POINT (8.29631894710105 49.01138576721586)
15763,Rhein,CXX359,Karlsruhe,14.0,2000-04-29,POINT (8.29631894710105 49.01138576721586)
15764,Rhein,CXX359,Karlsruhe,14.3,2000-04-30,POINT (8.29631894710105 49.01138576721586)
15765,Rhein,CXX359,Karlsruhe,14.6,2000-05-01,POINT (8.29631894710105 49.01138576721586)
15766,Rhein,CXX359,Karlsruhe,14.7,2000-05-02,POINT (8.29631894710105 49.01138576721586)
15767,Rhein,CXX359,Karlsruhe,14.8,2000-05-03,POINT (8.29631894710105 49.01138576721586)
15768,Rhein,CXX359,Karlsruhe,15.2,2000-05-04,POINT (8.29631894710105 49.01138576721586)
15769,Rhein,CXX359,Karlsruhe,15.6,2000-05-05,POINT (8.29631894710105 49.01138576721586)
15770,Rhein,CXX359,Karlsruhe,16.0,2000-05-06,POINT (8.29631894710105 49.01138576721586)
15771,Rhein,CXX359,Karlsruhe,16.2,2000-05-07,POINT (8.29631894710105 49.01138576721586)
15772,Rhein,CXX359,Karlsruhe,16.7,2000-05-08,POINT (8.29631894710105 49.01138576721586)
15773,Rhein,CXX359,Karlsruhe,17.1,2000-05-09,POINT (8.29631894710105 49.01138576721586)
15774,Rhein,CXX359,Karlsruhe,17.3,2000-05-10,POINT (8.29631894710105 49.01138576721586)
15775,Rhein,CXX359,Karlsruhe,17.7,2000-05-11,POINT (8.29631894710105 49.01138576721586)
15776,Rhein,CXX359,Karlsruhe,17.6,2000-05-12,POINT (8.29631894710105 49.01138576721586)
15777,Rhein,CXX359,Karlsruhe,17.8,2000-05-13,POINT (8.29631894710105 49.01138576721586)
15778,Rhein,CXX359,Karlsruhe,18.1,2000-05-14,POINT (8.29631894710105 49.01138576721586)
15779,Rhein,CXX359,Karlsruhe,18.0,2000-05-15,POINT (8.29631894710105 49.01138576721586)
15780,Rhein,CXX359,Karlsruhe,17.8,2000-05-16,POINT (8.29631894710105 49.01138576721586)
15781,Rhein,CXX359,Karlsruhe,18.2,2000-05-17,POINT (8.29631894710105 49.01138576721586)
15782,Rhein,CXX359,Karlsruhe,17.9,2000-05-18,POINT (8.29631894710105 49.01138576721586)
15783,Rhein,CXX359,Karlsruhe,17.5,2000-05-19,POINT (8.29631894710105 49.01138576721586)
15784,Rhein,CXX359,Karlsruhe,17.1,2000-05-20,POINT (8.29631894710105 49.01138576721586)
15785,Rhein,CXX359,Karlsruhe,16.2,2000-05-21,POINT (8.29631894710105 49.01138576721586)
15786,Rhein,CXX359,Karlsruhe,15.8,2000-05-22,POINT (8.29631894710105 49.01138576721586)
15787,Rhein,CXX359,Karlsruhe,15.4,2000-05-23,POINT (8.29631894710105 49.01138576721586)
15788,Rhein,CXX359,Karlsruhe,15.7,2000-05-24,POINT (8.29631894710105 49.01138576721586)
15789,Rhein,CXX359,Karlsruhe,16.5,2000-05-25,POINT (8.29631894710105 49.01138576721586)
15790,Rhein,CXX359,Karlsruhe,16.0,2000-05-26,POINT (8.29631894710105 49.01138576721586)
15791,Rhein,CXX359,Karlsruhe,16.7,2000-05-27,POINT (8.29631894710105 49.01138576721586)
15792,Rhein,CXX359,Karlsruhe,16.6,2000-05-28,POINT (8.29631894710105 49.01138576721586)
15793,Rhein,CXX359,Karlsruhe,16.2,2000-05-29,POINT (8.29631894710105 49.01138576721586)
15794,Rhein,CXX359,Karlsruhe,16.1,2000-05-30,POINT (8.29631894710105 49.01138576721586)
15795,Rhein,CXX359,Karlsruhe,15.3,2000-05-31,POINT (8.29631894710105 49.01138576721586)
15796,Rhein,CXX359,Karlsruhe,15.1,2000-06-01,POINT (8.29631894710105 49.01138576721586)
15797,Rhein,CXX359,Karlsruhe,15.7,2000-06-02,POINT (8.29631894710105 49.01138576721586)
15798,Rhein,CXX359,Karlsruhe,16.6,2000-06-03,POINT (8.29631894710105 49.01138576721586)
15799,Rhein,CXX359,Karlsruhe,17.2,2000-06-04,POINT (8.29631894710105 49.01138576721586)
15800,Rhein,CXX359,Karlsruhe,18.4,2000-06-05,POINT (8.29631894710105 49.01138576721586)
15801,Rhein,CXX359,Karlsruhe,18.4,2000-06-06,POINT (8.29631894710105 49.01138576721586)
15802,Rhein,CXX359,Karlsruhe,18.2,2000-06-07,POINT (8.29631894710105 49.01138576721586)
15803,Rhein,CXX359,Karlsruhe,18.1,2000-06-08,POINT (8.29631894710105 49.01138576721586)
15804,Rhein,CXX359,Karlsruhe,18.1,2000-06-09,POINT (8.29631894710105 49.01138576721586)
15805,Rhein,CXX359,Karlsruhe,18.3,2000-06-10,POINT (8.29631894710105 49.01138576721586)
15806,Rhein,CXX359,Karlsruhe,18.8,2000-06-11,POINT (8.29631894710105 49.01138576721586)
15807,Rhein,CXX359,Karlsruhe,19.3,2000-06-12,POINT (8.29631894710105 49.01138576721586)
15808,Rhein,CXX359,Karlsruhe,19.7,2000-06-13,POINT (8.29631894710105 49.01138576721586)
15809,Rhein,CXX359,Karlsruhe,20.4,2000-06-14,POINT (8.29631894710105 49.01138576721586)
15810,Rhein,CXX359,Karlsruhe,20.4,2000-06-15,POINT (8.29631894710105 49.01138576721586)
15811,Rhein,CXX359,Karlsruhe,20.5,2000-06-16,POINT (8.29631894710105 49.01138576721586)
15812,Rhein,CXX359,Karlsruhe,19.9,2000-06-17,POINT (8.29631894710105 49.01138576721586)
15813,Rhein,CXX359,Karlsruhe,20.0,2000-06-18,POINT (8.29631894710105 49.01138576721586)
15814,Rhein,CXX359,Karlsruhe,20.4,2000-06-19,POINT (8.29631894710105 49.01138576721586)
15815,Rhein,CXX359,Karlsruhe,21.3,2000-06-20,POINT (8.29631894710105 49.01138576721586)
15816,Rhein,CXX359,Karlsruhe,21.9,2000-06-21,POINT (8.29631894710105 49.01138576721586)
15817,Rhein,CXX359,Karlsruhe,21.9,2000-06-22,POINT (8.29631894710105 49.01138576721586)
15818,Rhein,CXX359,Karlsruhe,21.4,2000-06-23,POINT (8.29631894710105 49.01138576721586)
15819,Rhein,CXX359,Karlsruhe,21.1,2000-06-24,POINT (8.29631894710105 49.01138576721586)
15820,Rhein,CXX359,Karlsruhe,20.7,2000-06-25,POINT (8.29631894710105 49.01138576721586)
15821,Rhein,CXX359,Karlsruhe,20.5,2000-06-26,POINT (8.29631894710105 49.01138576721586)
15822,Rhein,CXX359,Karlsruhe,20.0,2000-06-27,POINT (8.29631894710105 49.01138576721586)
15823,Rhein,CXX359,Karlsruhe,19.8,2000-06-28,POINT (8.29631894710105 49.01138576721586)
15824,Rhein,CXX359,Karlsruhe,19.9,2000-06-29,POINT (8.29631894710105 49.01138576721586)
15825,Rhein,CXX359,Karlsruhe,20.5,2000-06-30,POINT (8.29631894710105 49.01138576721586)
15826,Rhein,CXX359,Karlsruhe,21.2,2000-07-01,POINT (8.29631894710105 49.01138576721586)
15827,Rhein,CXX359,Karlsruhe,21.4,2000-07-02,POINT (8.29631894710105 49.01138576721586)
15828,Rhein,CXX359,Karlsruhe,21.3,2000-07-03,POINT (8.29631894710105 49.01138576721586)
15829,Rhein,CXX359,Karlsruhe,21.3,2000-07-04,POINT (8.29631894710105 49.01138576721586)
15830,Rhein,CXX359,Karlsruhe,21.3,2000-07-05,POINT (8.29631894710105 49.01138576721586)
15831,Rhein,CXX359,Karlsruhe,21.5,2000-07-06,POINT (8.29631894710105 49.01138576721586)
15832,Rhein,CXX359,Karlsruhe,21.6,2000-07-07,POINT (8.29631894710105 49.01138576721586)
15833,Rhein,CXX359,Karlsruhe,21.2,2000-07-08,POINT (8.29631894710105 49.01138576721586)
15834,Rhein,CXX359,Karlsruhe,20.5,2000-07-09,POINT (8.29631894710105 49.01138576721586)
15835,Rhein,CXX359,Karlsruhe,19.6,2000-07-10,POINT (8.29631894710105 49.01138576721586)
15836,Rhein,CXX359,Karlsruhe,18.9,2000-07-11,POINT (8.29631894710105 49.01138576721586)
15837,Rhein,CXX359,Karlsruhe,18.2,2000-07-12,POINT (8.29631894710105 49.01138576721586)
15838,Rhein,CXX359,Karlsruhe,17.8,2000-07-13,POINT (8.29631894710105 49.01138576721586)
15839,Rhein,CXX359,Karlsruhe,17.3,2000-07-14,POINT (8.29631894710105 49.01138576721586)
15840,Rhein,CXX359,Karlsruhe,16.7,2000-07-15,POINT (8.29631894710105 49.01138576721586)
15841,Rhein,CXX359,Karlsruhe,16.6,2000-07-16,POINT (8.29631894710105 49.01138576721586)
15842,Rhein,CXX359,Karlsruhe,16.4,2000-07-17,POINT (8.29631894710105 49.01138576721586)
15843,Rhein,CXX359,Karlsruhe,16.3,2000-07-18,POINT (8.29631894710105 49.01138576721586)
15844,Rhein,CXX359,Karlsruhe,16.8,2000-07-19,POINT (8.29631894710105 49.01138576721586)
15845,Rhein,CXX359,Karlsruhe,17.4,2000-07-20,POINT (8.29631894710105 49.01138576721586)
15846,Rhein,CXX359,Karlsruhe,18.2,2000-07-21,POINT (8.29631894710105 49.01138576721586)
15847,Rhein,CXX359,Karlsruhe,18.6,2000-07-22,POINT (8.29631894710105 49.01138576721586)
15848,Rhein,CXX359,Karlsruhe,18.6,2000-07-23,POINT (8.29631894710105 49.01138576721586)
15849,Rhein,CXX359,Karlsruhe,19.0,2000-07-24,POINT (8.29631894710105 49.01138576721586)
15850,Rhein,CXX359,Karlsruhe,19.3,2000-07-25,POINT (8.29631894710105 49.01138576721586)
15851,Rhein,CXX359,Karlsruhe,19.3,2000-07-26,POINT (8.29631894710105 49.01138576721586)
15852,Rhein,CXX359,Karlsruhe,19.3,2000-07-27,POINT (8.29631894710105 49.01138576721586)
15853,Rhein,CXX359,Karlsruhe,19.5,2000-07-28,POINT (8.29631894710105 49.01138576721586)
15854,Rhein,CXX359,Karlsruhe,19.3,2000-07-29,POINT (8.29631894710105 49.01138576721586)
15855,Rhein,CXX359,Karlsruhe,19.3,2000-07-30,POINT (8.29631894710105 49.01138576721586)
15856,Rhein,CXX359,Karlsruhe,19.6,2000-07-31,POINT (8.29631894710105 49.01138576721586)
15857,Rhein,CXX359,Karlsruhe,19.3,2000-08-01,POINT (8.29631894710105 49.01138576721586)
15858,Rhein,CXX359,Karlsruhe,19.3,2000-08-02,POINT (8.29631894710105 49.01138576721586)
15859,Rhein,CXX359,Karlsruhe,19.5,2000-08-03,POINT (8.29631894710105 49.01138576721586)
15860,Rhein,CXX359,Karlsruhe,19.9,2000-08-04,POINT (8.29631894710105 49.01138576721586)
15861,Rhein,CXX359,Karlsruhe,19.8,2000-08-05,POINT (8.29631894710105 49.01138576721586)
15862,Rhein,CXX359,Karlsruhe,19.4,2000-08-06,POINT (8.29631894710105 49.01138576721586)
15863,Rhein,CXX359,Karlsruhe,19.5,2000-08-07,POINT (8.29631894710105 49.01138576721586)
15864,Rhein,CXX359,Karlsruhe,19.3,2000-08-08,POINT (8.29631894710105 49.01138576721586)
15865,Rhein,CXX359,Karlsruhe,18.7,2000-08-09,POINT (8.29631894710105 49.01138576721586)
15866,Rhein,CXX359,Karlsruhe,19.2,2000-08-10,POINT (8.29631894710105 49.01138576721586)
15867,Rhein,CXX359,Karlsruhe,20.1,2000-08-11,POINT (8.29631894710105 49.01138576721586)
15868,Rhein,CXX359,Karlsruhe,20.6,2000-08-12,POINT (8.29631894710105 49.01138576721586)
15869,Rhein,CXX359,Karlsruhe,21.0,2000-08-13,POINT (8.29631894710105 49.01138576721586)
15870,Rhein,CXX359,Karlsruhe,21.3,2000-08-14,POINT (8.29631894710105 49.01138576721586)
15871,Rhein,CXX359,Karlsruhe,21.7,2000-08-15,POINT (8.29631894710105 49.01138576721586)
15872,Rhein,CXX359,Karlsruhe,22.0,2000-08-16,POINT (8.29631894710105 49.01138576721586)
15873,Rhein,CXX359,Karlsruhe,22.3,2000-08-17,POINT (8.29631894710105 49.01138576721586)
15874,Rhein,CXX359,Karlsruhe,22.2,2000-08-18,POINT (8.29631894710105 49.01138576721586)
15875,Rhein,CXX359,Karlsruhe,22.2,2000-08-19,POINT (8.29631894710105 49.01138576721586)
15876,Rhein,CXX359,Karlsruhe,22.3,2000-08-20,POINT (8.29631894710105 49.01138576721586)
15877,Rhein,CXX359,Karlsruhe,22.2,2000-08-21,POINT (8.29631894710105 49.01138576721586)
15878,Rhein,CXX359,Karlsruhe,22.1,2000-08-22,POINT (8.29631894710105 49.01138576721586)
15879,Rhein,CXX359,Karlsruhe,22.2,2000-08-23,POINT (8.29631894710105 49.01138576721586)
15880,Rhein,CXX359,Karlsruhe,22.3,2000-08-24,POINT (8.29631894710105 49.01138576721586)
15881,Rhein,CXX359,Karlsruhe,22.4,2000-08-25,POINT (8.29631894710105 49.01138576721586)
15882,Rhein,CXX359,Karlsruhe,22.1,2000-08-26,POINT (8.29631894710105 49.01138576721586)
15883,Rhein,CXX359,Karlsruhe,22.2,2000-08-27,POINT (8.29631894710105 49.01138576721586)
15884,Rhein,CXX359,Karlsruhe,22.0,2000-08-28,POINT (8.29631894710105 49.01138576721586)
15885,Rhein,CXX359,Karlsruhe,21.9,2000-08-29,POINT (8.29631894710105 49.01138576721586)
15886,Rhein,CXX359,Karlsruhe,21.7,2000-08-30,POINT (8.29631894710105 49.01138576721586)
15887,Rhein,CXX359,Karlsruhe,21.3,2000-08-31,POINT (8.29631894710105 49.01138576721586)
15888,Rhein,CXX359,Karlsruhe,20.9,2000-09-01,POINT (8.29631894710105 49.01138576721586)
15889,Rhein,CXX359,Karlsruhe,20.2,2000-09-02,POINT (8.29631894710105 49.01138576721586)
15890,Rhein,CXX359,Karlsruhe,19.7,2000-09-03,POINT (8.29631894710105 49.01138576721586)
15891,Rhein,CXX359,Karlsruhe,19.3,2000-09-04,POINT (8.29631894710105 49.01138576721586)
15892,Rhein,CXX359,Karlsruhe,19.3,2000-09-05,POINT (8.29631894710105 49.01138576721586)
15893,Rhein,CXX359,Karlsruhe,18.8,2000-09-06,POINT (8.29631894710105 49.01138576721586)
15894,Rhein,CXX359,Karlsruhe,18.2,2000-09-07,POINT (8.29631894710105 49.01138576721586)
15895,Rhein,CXX359,Karlsruhe,18.0,2000-09-08,POINT (8.29631894710105 49.01138576721586)
15896,Rhein,CXX359,Karlsruhe,18.4,2000-09-09,POINT (8.29631894710105 49.01138576721586)
15897,Rhein,CXX359,Karlsruhe,18.7,2000-09-10,POINT (8.29631894710105 49.01138576721586)
15898,Rhein,CXX359,Karlsruhe,19.1,2000-09-11,POINT (8.29631894710105 49.01138576721586)
15899,Rhein,CXX359,Karlsruhe,19.1,2000-09-12,POINT (8.29631894710105 49.01138576721586)
15900,Rhein,CXX359,Karlsruhe,19.3,2000-09-13,POINT (8.29631894710105 49.01138576721586)
15901,Rhein,CXX359,Karlsruhe,19.6,2000-09-14,POINT (8.29631894710105 49.01138576721586)
