station_no;time;mean(cm)
2761829000100;2023-04-03T00:00:00.000+01:00;6.58
2761829000100;2023-04-04T00:00:00.000+01:00;6.31
2761829000100;2023-04-05T00:00:00.000+01:00;6.37
2761829000100;2023-04-06T00:00:00.000+01:00;6.60
2761829000100;2023-04-07T00:00:00.000+01:00;7.27
2761829000100;2023-04-08T00:00:00.000+01:00;7.45
2761829000100;2023-04-09T00:00:00.000+01:00;6.92
2761829000100;2023-04-10T00:00:00.000+01:00;7.51
2761829000100;2023-04-11T00:00:00.000+01:00;8.00
2761829000100;2023-04-12T00:00:00.000+01:00;7.52
2761829000100;2023-04-13T00:00:00.000+01:00;7.42
2761829000100;2023-04-14T00:00:00.000+01:00;7.43
2761829000100;2023-04-15T00:00:00.000+01:00;6.97
2761829000100;2023-04-16T00:00:00.000+01:00;7.49
2761829000100;2023-04-17T00:00:00.000+01:00;8.17
2761829000100;2023-04-18T00:00:00.000+01:00;7.68
2761829000100;2023-04-19T00:00:00.000+01:00;8.57
2761829000100;2023-04-20T00:00:00.000+01:00;7.35
2761829000100;2023-04-21T00:00:00.000+01:00;8.45
2761829000100;2023-04-22T00:00:00.000+01:00;9.63
2761829000100;2023-04-23T00:00:00.000+01:00;9.90
2761829000100;2023-04-24T00:00:00.000+01:00;8.51
2761829000100;2023-04-25T00:00:00.000+01:00;7.69
2761829000100;2023-04-26T00:00:00.000+01:00;6.92
2761829000100;2023-04-27T00:00:00.000+01:00;7.53
2761829000100;2023-04-28T00:00:00.000+01:00;8.82
2761829000100;2023-04-29T00:00:00.000+01:00;9.01
2761829000100;2023-04-30T00:00:00.000+01:00;8.08
2761829000100;2023-05-01T00:00:00.000+01:00;8.82
2761829000100;2023-05-02T00:00:00.000+01:00;8.80
2761829000100;2023-05-03T00:00:00.000+01:00;8.03
2761829000100;2023-05-04T00:00:00.000+01:00;9.02
2761829000100;2023-05-05T00:00:00.000+01:00;10.37
2761829000100;2023-05-06T00:00:00.000+01:00;10.23
2761829000100;2023-05-07T00:00:00.000+01:00;10.96
2761829000100;2023-05-08T00:00:00.000+01:00;10.80
2761829000100;2023-05-09T00:00:00.000+01:00;11.15
2761829000100;2023-05-10T00:00:00.000+01:00;10.93
2761829000100;2023-05-11T00:00:00.000+01:00;10.19
2761829000100;2023-05-12T00:00:00.000+01:00;10.28
2761829000100;2023-05-13T00:00:00.000+01:00;9.77
2761829000100;2023-05-14T00:00:00.000+01:00;10.04
2761829000100;2023-05-15T00:00:00.000+01:00;10.15
2761829000100;2023-05-16T00:00:00.000+01:00;9.78
2761829000100;2023-05-17T00:00:00.000+01:00;9.43
2761829000100;2023-05-18T00:00:00.000+01:00;9.07
2761829000100;2023-05-19T00:00:00.000+01:00;9.64
2761829000100;2023-05-20T00:00:00.000+01:00;9.68
2761829000100;2023-05-21T00:00:00.000+01:00;9.96
2761829000100;2023-05-22T00:00:00.000+01:00;10.97
2761829000100;2023-05-23T00:00:00.000+01:00;10.82
2761829000100;2023-05-24T00:00:00.000+01:00;9.27
2761829000100;2023-05-25T00:00:00.000+01:00;9.27
2761829000100;2023-05-26T00:00:00.000+01:00;9.40
2761829000100;2023-05-27T00:00:00.000+01:00;9.69
2761829000100;2023-05-28T00:00:00.000+01:00;10.42
2761829000100;2023-05-29T00:00:00.000+01:00;11.03
2761829000100;2023-05-30T00:00:00.000+01:00;10.76
2761829000100;2023-05-31T00:00:00.000+01:00;10.98
2761829000100;2023-06-01T00:00:00.000+01:00;11.23
2761829000100;2023-06-02T00:00:00.000+01:00;11.14
2761829000100;2023-06-03T00:00:00.000+01:00;10.48
2761829000100;2023-06-04T00:00:00.000+01:00;10.52
2761829000100;2023-06-05T00:00:00.000+01:00;10.91
2761829000100;2023-06-06T00:00:00.000+01:00;11.64
2761829000100;2023-06-07T00:00:00.000+01:00;12.48
2761829000100;2023-06-08T00:00:00.000+01:00;12.50
2761829000100;2023-06-09T00:00:00.000+01:00;12.84
2761829000100;2023-06-10T00:00:00.000+01:00;13.10
2761829000100;2023-06-11T00:00:00.000+01:00;13.84
2761829000100;2023-06-12T00:00:00.000+01:00;13.43
2761829000100;2023-06-13T00:00:00.000+01:00;13.42
2761829000100;2023-06-14T00:00:00.000+01:00;13.08
2761829000100;2023-06-15T00:00:00.000+01:00;12.80
2761829000100;2023-06-16T00:00:00.000+01:00;13.10
2761829000100;2023-06-17T00:00:00.000+01:00;13.00
2761829000100;2023-06-18T00:00:00.000+01:00;13.55
2761829000100;2023-06-19T00:00:00.000+01:00;14.83
2761829000100;2023-06-20T00:00:00.000+01:00;15.02
2761829000100;2023-06-21T00:00:00.000+01:00;15.35
2761829000100;2023-06-22T00:00:00.000+01:00;15.43
2761829000100;2023-06-23T00:00:00.000+01:00;14.34
2761829000100;2023-06-24T00:00:00.000+01:00;13.50
2761829000100;2023-06-25T00:00:00.000+01:00;13.97
2761829000100;2023-06-26T00:00:00.000+01:00;13.92
2761829000100;2023-06-27T00:00:00.000+01:00;12.83
2761829000100;2023-06-28T00:00:00.000+01:00;12.70
2761829000100;2023-06-29T00:00:00.000+01:00;13.38
2761829000100;2023-06-30T00:00:00.000+01:00;13.35
2761829000100;2023-07-01T00:00:00.000+01:00;12.89
2761829000100;2023-07-02T00:00:00.000+01:00;13.08
2761829000100;2023-07-03T00:00:00.000+01:00;12.70
2761829000100;2023-07-04T00:00:00.000+01:00;12.93
2761829000100;2023-07-05T00:00:00.000+01:00;13.11
2761829000100;2023-07-06T00:00:00.000+01:00;12.73
2761829000100;2023-07-07T00:00:00.000+01:00;13.08
2761829000100;2023-07-08T00:00:00.000+01:00;14.48
2761829000100;2023-07-09T00:00:00.000+01:00;15.61
2761829000100;2023-07-10T00:00:00.000+01:00;15.36
2761829000100;2023-07-11T00:00:00.000+01:00;15.24
2761829000100;2023-07-12T00:00:00.000+01:00;15.60
2761829000100;2023-07-13T00:00:00.000+01:00;14.13
2761829000100;2023-07-14T00:00:00.000+01:00;14.00
2761829000100;2023-07-15T00:00:00.000+01:00;15.10
2761829000100;2023-07-16T00:00:00.000+01:00;15.37
2761829000100;2023-07-17T00:00:00.000+01:00;14.21
2761829000100;2023-07-18T00:00:00.000+01:00;13.38
2761829000100;2023-07-19T00:00:00.000+01:00;13.53
2761829000100;2023-07-20T00:00:00.000+01:00;13.88
2761829000100;2023-07-21T00:00:00.000+01:00;13.63
2761829000100;2023-07-22T00:00:00.000+01:00;13.15
2761829000100;2023-07-23T00:00:00.000+01:00;13.96
2761829000100;2023-07-24T00:00:00.000+01:00;14.78
2761829000100;2023-07-25T00:00:00.000+01:00;13.74
2761829000100;2023-07-26T00:00:00.000+01:00;12.51
2761829000100;2023-07-27T00:00:00.000+01:00;13.01
2761829000100;2023-07-28T00:00:00.000+01:00;14.22
2761829000100;2023-07-29T00:00:00.000+01:00;14.73
2761829000100;2023-07-30T00:00:00.000+01:00;14.01
2761829000100;2023-07-31T00:00:00.000+01:00;13.85
2761829000100;2023-08-01T00:00:00.000+01:00;13.72
2761829000100;2023-08-02T00:00:00.000+01:00;13.19
2761829000100;2023-08-03T00:00:00.000+01:00;12.98
2761829000100;2023-08-04T00:00:00.000+01:00;12.58
2761829000100;2023-08-05T00:00:00.000+01:00;12.21
2761829000100;2023-08-06T00:00:00.000+01:00;12.05
2761829000100;2023-08-07T00:00:00.000+01:00;11.73
2761829000100;2023-08-08T00:00:00.000+01:00;11.28
2761829000100;2023-08-09T00:00:00.000+01:00;11.51
2761829000100;2023-08-10T00:00:00.000+01:00;11.53
2761829000100;2023-08-11T00:00:00.000+01:00;11.93
2761829000100;2023-08-12T00:00:00.000+01:00;12.57
2761829000100;2023-08-13T00:00:00.000+01:00;12.18
2761829000100;2023-08-14T00:00:00.000+01:00;12.20
2761829000100;2023-08-15T00:00:00.000+01:00;12.74
2761829000100;2023-08-16T00:00:00.000+01:00;12.66
2761829000100;2023-08-17T00:00:00.000+01:00;12.68
2761829000100;2023-08-18T00:00:00.000+01:00;13.03
2761829000100;2023-08-19T00:00:00.000+01:00;13.36
2761829000100;2023-08-20T00:00:00.000+01:00;13.38
2761829000100;2023-08-21T00:00:00.000+01:00;13.46
2761829000100;2023-08-22T00:00:00.000+01:00;13.24
2761829000100;2023-08-23T00:00:00.000+01:00;13.09
2761829000100;2023-08-24T00:00:00.000+01:00;13.40
2761829000100;2023-08-25T00:00:00.000+01:00;13.65
2761829000100;2023-08-26T00:00:00.000+01:00;13.27
2761829000100;2023-08-27T00:00:00.000+01:00;12.43
2761829000100;2023-08-28T00:00:00.000+01:00;11.78
2761829000100;2023-08-29T00:00:00.000+01:00;11.93
2761829000100;2023-08-30T00:00:00.000+01:00;11.95
2761829000100;2023-08-31T00:00:00.000+01:00;11.73
2761829000100;2023-09-01T00:00:00.000+01:00;11.78
2761829000100;2023-09-02T00:00:00.000+01:00;12.40
2761829000100;2023-09-03T00:00:00.000+01:00;12.81
2761829000100;2023-09-04T00:00:00.000+01:00;12.49
2761829000100;2023-09-05T00:00:00.000+01:00;13.41
2761829000100;2023-09-06T00:00:00.000+01:00;13.55
2761829000100;2023-09-07T00:00:00.000+01:00;13.42
2761829000100;2023-09-08T00:00:00.000+01:00;13.87
2761829000100;2023-09-09T00:00:00.000+01:00;13.68
2761829000100;2023-09-10T00:00:00.000+01:00;13.84
2761829000100;2023-09-11T00:00:00.000+01:00;14.15
2761829000100;2023-09-12T00:00:00.000+01:00;14.50
2761829000100;2023-09-13T00:00:00.000+01:00;13.99
2761829000100;2023-09-14T00:00:00.000+01:00;12.45
2761829000100;2023-09-15T00:00:00.000+01:00;11.69
2761829000100;2023-09-16T00:00:00.000+01:00;12.55
2761829000100;2023-09-17T00:00:00.000+01:00;13.54
2761829000100;2023-09-18T00:00:00.000+01:00;13.65
2761829000100;2023-09-19T00:00:00.000+01:00;12.77
2761829000100;2023-09-20T00:00:00.000+01:00;13.03
2761829000100;2023-09-21T00:00:00.000+01:00;13.03
2761829000100;2023-09-22T00:00:00.000+01:00;12.40
2761829000100;2023-09-23T00:00:00.000+01:00;11.72
2761829000100;2023-09-24T00:00:00.000+01:00;11.38
2761829000100;2023-09-25T00:00:00.000+01:00;11.57
2761829000100;2023-09-26T00:00:00.000+01:00;11.39
2761829000100;2023-09-27T00:00:00.000+01:00;12.02
2761829000100;2023-09-28T00:00:00.000+01:00;12.93
2761829000100;2023-09-29T00:00:00.000+01:00;13.29
2761829000100;2023-09-30T00:00:00.000+01:00;12.03
2761829000100;2023-10-01T00:00:00.000+01:00;11.85
2761829000100;2023-10-02T00:00:00.000+01:00;12.68
2761829000100;2023-10-03T00:00:00.000+01:00;13.18
2761829000100;2023-10-04T00:00:00.000+01:00;11.74
2761829000100;2023-10-05T00:00:00.000+01:00;11.61
2761829000100;2023-10-06T00:00:00.000+01:00;11.41
2761829000100;2023-10-07T00:00:00.000+01:00;12.29
2761829000100;2023-10-08T00:00:00.000+01:00;12.67
2761829000100;2023-10-09T00:00:00.000+01:00;12.42
2761829000100;2023-10-10T00:00:00.000+01:00;12.81
2761829000100;2023-10-11T00:00:00.000+01:00;13.02
2761829000100;2023-10-12T00:00:00.000+01:00;13.06
2761829000100;2023-10-13T00:00:00.000+01:00;13.60
2761829000100;2023-10-14T00:00:00.000+01:00;12.49
2761829000100;2023-10-15T00:00:00.000+01:00;9.52
2761829000100;2023-10-16T00:00:00.000+01:00;8.35
2761829000100;2023-10-17T00:00:00.000+01:00;8.20
2761829000100;2023-10-18T00:00:00.000+01:00;8.28
2761829000100;2023-10-19T00:00:00.000+01:00;10.35
2761829000100;2023-10-20T00:00:00.000+01:00;11.17
2761829000100;2023-10-21T00:00:00.000+01:00;11.00
2761829000100;2023-10-22T00:00:00.000+01:00;10.60
2761829000100;2023-10-23T00:00:00.000+01:00;10.60
2761829000100;2023-10-24T00:00:00.000+01:00;10.50
2761829000100;2023-10-25T00:00:00.000+01:00;9.83
2761829000100;2023-10-26T00:00:00.000+01:00;10.03
2761829000100;2023-10-27T00:00:00.000+01:00;9.98
2761829000100;2023-10-28T00:00:00.000+01:00;10.11
2761829000100;2023-10-29T00:00:00.000+01:00;10.45
2761829000100;2023-10-30T00:00:00.000+01:00;10.36
2761829000100;2023-10-31T00:00:00.000+01:00;10.10
2761829000100;2023-11-01T00:00:00.000+01:00;10.22
2761829000100;2023-11-02T00:00:00.000+01:00;9.82
2761829000100;2023-11-03T00:00:00.000+01:00;9.25
2761829000100;2023-11-04T00:00:00.000+01:00;8.77
2761829000100;2023-11-05T00:00:00.000+01:00;9.33
2761829000100;2023-11-06T00:00:00.000+01:00;9.39
2761829000100;2023-11-07T00:00:00.000+01:00;9.25
2761829000100;2023-11-08T00:00:00.000+01:00;9.01
2761829000100;2023-11-09T00:00:00.000+01:00;8.99
2761829000100;2023-11-10T00:00:00.000+01:00;8.68
2761829000100;2023-11-11T00:00:00.000+01:00;8.51
2761829000100;2023-11-12T00:00:00.000+01:00;8.35
2761829000100;2023-11-13T00:00:00.000+01:00;8.66
2761829000100;2023-11-14T00:00:00.000+01:00;9.20
2761829000100;2023-11-15T00:00:00.000+01:00;9.17
2761829000100;2023-11-16T00:00:00.000+01:00;8.88
2761829000100;2023-11-17T00:00:00.000+01:00;8.12
2761829000100;2023-11-18T00:00:00.000+01:00;7.62
2761829000100;2023-11-19T00:00:00.000+01:00;8.90
2761829000100;2023-11-20T00:00:00.000+01:00;8.99
2761829000100;2023-11-21T00:00:00.000+01:00;8.69
2761829000100;2023-11-22T00:00:00.000+01:00;7.48
2761829000100;2023-11-23T00:00:00.000+01:00;7.97
2761829000100;2023-11-24T00:00:00.000+01:00;7.69
2761829000100;2023-11-25T00:00:00.000+01:00;7.09
2761829000100;2023-11-26T00:00:00.000+01:00;7.47
2761829000100;2023-11-27T00:00:00.000+01:00;6.75
2761829000100;2023-11-28T00:00:00.000+01:00;6.05
2761829000100;2023-11-29T00:00:00.000+01:00;6.02
2761829000100;2023-11-30T00:00:00.000+01:00;5.94
2761829000100;2023-12-01T00:00:00.000+01:00;5.46
2761829000100;2023-12-02T00:00:00.000+01:00;4.93
2761829000100;2023-12-03T00:00:00.000+01:00;4.98
2761829000100;2023-12-04T00:00:00.000+01:00;4.50
2761829000100;2023-12-05T00:00:00.000+01:00;5.40
2761829000100;2023-12-06T00:00:00.000+01:00;5.68
2761829000100;2023-12-07T00:00:00.000+01:00;5.53
2761829000100;2023-12-08T00:00:00.000+01:00;5.39
2761829000100;2023-12-09T00:00:00.000+01:00;6.39
2761829000100;2023-12-10T00:00:00.000+01:00;7.19
2761829000100;2023-12-11T00:00:00.000+01:00;7.69
2761829000100;2023-12-12T00:00:00.000+01:00;7.80
2761829000100;2023-12-13T00:00:00.000+01:00;7.93
2761829000100;2023-12-14T00:00:00.000+01:00;7.42
2761829000100;2023-12-15T00:00:00.000+01:00;7.31
2761829000100;2023-12-16T00:00:00.000+01:00;7.51
2761829000100;2023-12-17T00:00:00.000+01:00;7.53
2761829000100;2023-12-18T00:00:00.000+01:00;6.62
2761829000100;2023-12-19T00:00:00.000+01:00;6.50
2761829000100;2023-12-20T00:00:00.000+01:00;6.86
2761829000100;2023-12-21T00:00:00.000+01:00;7.36
2761829000100;2023-12-22T00:00:00.000+01:00;7.25
2761829000100;2023-12-23T00:00:00.000+01:00;7.70
2761829000100;2023-12-24T00:00:00.000+01:00;8.25
2761829000100;2023-12-25T00:00:00.000+01:00;8.62
2761829000100;2023-12-26T00:00:00.000+01:00;8.29
2761829000100;2023-12-27T00:00:00.000+01:00;7.85
2761829000100;2023-12-28T00:00:00.000+01:00;7.83
2761829000100;2023-12-29T00:00:00.000+01:00;7.96
2761829000100;2023-12-30T00:00:00.000+01:00;7.85
2761829000100;2023-12-31T00:00:00.000+01:00;7.80
2761829000100;2024-01-01T00:00:00.000+01:00;7.43
2761829000100;2024-01-02T00:00:00.000+01:00;7.77
2761829000100;2024-01-03T00:00:00.000+01:00;8.10
2761829000100;2024-01-04T00:00:00.000+01:00;7.86
2761829000100;2024-01-05T00:00:00.000+01:00;7.79
2761829000100;2024-01-06T00:00:00.000+01:00;7.46
2761829000100;2024-01-07T00:00:00.000+01:00;6.25
2761829000100;2024-01-08T00:00:00.000+01:00;4.77
2761829000100;2024-01-09T00:00:00.000+01:00;3.82
2761829000100;2024-01-10T00:00:00.000+01:00;3.69
2761829000100;2024-01-11T00:00:00.000+01:00;3.75
2761829000100;2024-01-12T00:00:00.000+01:00;4.76
2761829000100;2024-01-13T00:00:00.000+01:00;5.02
2761829000100;2024-01-14T00:00:00.000+01:00;4.68
2761829000100;2024-01-15T00:00:00.000+01:00;4.12
2761829000100;2024-01-16T00:00:00.000+01:00;3.93
2761829000100;2024-01-17T00:00:00.000+01:00;2.63
2761829000100;2024-01-18T00:00:00.000+01:00;3.39
2761829000100;2024-01-19T00:00:00.000+01:00;3.17
2761829000100;2024-01-20T00:00:00.000+01:00;2.49
2761829000100;2024-01-21T00:00:00.000+01:00;2.65
2761829000100;2024-01-22T00:00:00.000+01:00;5.03
2761829000100;2024-01-23T00:00:00.000+01:00;5.46
2761829000100;2024-01-24T00:00:00.000+01:00;6.73
2761829000100;2024-01-25T00:00:00.000+01:00;6.49
2761829000100;2024-01-26T00:00:00.000+01:00;6.89
2761829000100;2024-01-27T00:00:00.000+01:00;5.59
2761829000100;2024-01-28T00:00:00.000+01:00;5.31
2761829000100;2024-01-29T00:00:00.000+01:00;6.05
2761829000100;2024-01-30T00:00:00.000+01:00;6.65
2761829000100;2024-01-31T00:00:00.000+01:00;6.51
2761829000100;2024-02-01T00:00:00.000+01:00;6.30
2761829000100;2024-02-02T00:00:00.000+01:00;6.23
2761829000100;2024-02-03T00:00:00.000+01:00;7.30
2761829000100;2024-02-04T00:00:00.000+01:00;7.69
2761829000100;2024-02-05T00:00:00.000+01:00;7.60
2761829000100;2024-02-06T00:00:00.000+01:00;7.28
2761829000100;2024-02-07T00:00:00.000+01:00;6.85
2761829000100;2024-02-08T00:00:00.000+01:00;6.74
2761829000100;2024-02-09T00:00:00.000+01:00;7.73
2761829000100;2024-02-10T00:00:00.000+01:00;7.96
2761829000100;2024-02-11T00:00:00.000+01:00;7.74
2761829000100;2024-02-12T00:00:00.000+01:00;7.39
2761829000100;2024-02-13T00:00:00.000+01:00;6.77
2761829000100;2024-02-14T00:00:00.000+01:00;7.47
2761829000100;2024-02-15T00:00:00.000+01:00;8.45
2761829000100;2024-02-16T00:00:00.000+01:00;8.61
2761829000100;2024-02-17T00:00:00.000+01:00;8.30
2761829000100;2024-02-18T00:00:00.000+01:00;7.66
2761829000100;2024-02-19T00:00:00.000+01:00;7.64
2761829000100;2024-02-20T00:00:00.000+01:00;7.47
2761829000100;2024-02-21T00:00:00.000+01:00;7.46
2761829000100;2024-02-22T00:00:00.000+01:00;7.87
2761829000100;2024-02-23T00:00:00.000+01:00;6.86
2761829000100;2024-02-24T00:00:00.000+01:00;6.67
2761829000100;2024-02-25T00:00:00.000+01:00;6.52
2761829000100;2024-02-26T00:00:00.000+01:00;6.88
2761829000100;2024-02-27T00:00:00.000+01:00;6.80
2761829000100;2024-02-28T00:00:00.000+01:00;5.92
2761829000100;2024-02-29T00:00:00.000+01:00;6.28
2761829000100;2024-03-01T00:00:00.000+01:00;6.62
2761829000100;2024-03-02T00:00:00.000+01:00;6.86
2761829000100;2024-03-03T00:00:00.000+01:00;7.40
2761829000100;2024-03-04T00:00:00.000+01:00;7.10
2761829000100;2024-03-05T00:00:00.000+01:00;7.21
2761829000100;2024-03-06T00:00:00.000+01:00;6.98
2761829000100;
2728930000200;2022-03-08T00:00:00.000+01:00;6.10
2728930000200;2022-03-09T00:00:00.000+01:00;6.20
2728930000200;2022-03-10T00:00:00.000+01:00;6.38
2728930000200;2022-03-11T00:00:00.000+01:00;6.74
2728930000200;2022-03-12T00:00:00.000+01:00;7.32
2728930000200;2022-03-13T00:00:00.000+01:00;7.79
2728930000200;2022-03-14T00:00:00.000+01:00;8.44
2728930000200;2022-03-15T00:00:00.000+01:00;8.28
2728930000200;2022-03-16T00:00:00.000+01:00;8.08
2728930000200;2022-03-17T00:00:00.000+01:00;8.49
2728930000200;2022-03-18T00:00:00.000+01:00;8.40
2728930000200;2022-03-19T00:00:00.000+01:00;8.45
2728930000200;2022-03-20T00:00:00.000+01:00;8.35
2728930000200;2022-03-21T00:00:00.000+01:00;8.66
2728930000200;2022-03-22T00:00:00.000+01:00;9.25
2728930000200;2022-03-23T00:00:00.000+01:00;9.45
2728930000200;2022-03-24T00:00:00.000+01:00;9.54
2728930000200;2022-03-25T00:00:00.000+01:00;9.63
2728930000200;2022-03-26T00:00:00.000+01:00;9.85
2728930000200;2022-03-27T00:00:00.000+01:00;10.29
2728930000200;2022-03-28T00:00:00.000+01:00;10.83
2728930000200;2022-03-29T00:00:00.000+01:00;11.18
2728930000200;2022-03-30T00:00:00.000+01:00;11.40
2728930000200;2022-03-31T00:00:00.000+01:00;11.15
2728930000200;2022-04-01T00:00:00.000+01:00;10.05
2728930000200;2022-04-02T00:00:00.000+01:00;8.70
2728930000200;2022-04-03T00:00:00.000+01:00;8.13
2728930000200;2022-04-04T00:00:00.000+01:00;8.06
2728930000200;2022-04-05T00:00:00.000+01:00;8.04
2728930000200;2022-04-06T00:00:00.000+01:00;8.77
2728930000200;2022-04-07T00:00:00.000+01:00;9.13
2728930000200;2022-04-08T00:00:00.000+01:00;9.02
2728930000200;2022-04-09T00:00:00.000+01:00;8.50
2728930000200;2022-04-10T00:00:00.000+01:00;8.36
2728930000200;2022-04-11T00:00:00.000+01:00;8.59
2728930000200;2022-04-12T00:00:00.000+01:00;9.47
2728930000200;2022-04-13T00:00:00.000+01:00;10.78
2728930000200;2022-04-14T00:00:00.000+01:00;11.86
2728930000200;2022-04-15T00:00:00.000+01:00;12.31
2728930000200;2022-04-16T00:00:00.000+01:00;12.15
2728930000200;2022-04-17T00:00:00.000+01:00;11.77
2728930000200;2022-04-18T00:00:00.000+01:00;11.71
2728930000200;2022-04-19T00:00:00.000+01:00;11.92
2728930000200;2022-04-20T00:00:00.000+01:00;12.18
2728930000200;2022-04-21T00:00:00.000+01:00;12.33
2728930000200;2022-04-22T00:00:00.000+01:00;12.30
2728930000200;2022-04-23T00:00:00.000+01:00;12.50
2728930000200;2022-04-24T00:00:00.000+01:00;12.59
2728930000200;2022-04-25T00:00:00.000+01:00;12.57
2728930000200;2022-04-26T00:00:00.000+01:00;12.17
2728930000200;2022-04-27T00:00:00.000+01:00;12.08
2728930000200;2022-04-28T00:00:00.000+01:00;12.58
2728930000200;2022-04-29T00:00:00.000+01:00;12.93
2728930000200;2022-04-30T00:00:00.000+01:00;13.06
2728930000200;2022-05-01T00:00:00.000+01:00;12.86
2728930000200;2022-05-02T00:00:00.000+01:00;13.05
2728930000200;2022-05-03T00:00:00.000+01:00;13.47
2728930000200;2022-05-04T00:00:00.000+01:00;13.85
2728930000200;2022-05-05T00:00:00.000+01:00;13.86
2728930000200;2022-05-06T00:00:00.000+01:00;13.95
2728930000200;2022-05-07T00:00:00.000+01:00;14.35
2728930000200;2022-05-08T00:00:00.000+01:00;14.84
2728930000200;2022-05-09T00:00:00.000+01:00;15.20
2728930000200;2022-05-10T00:00:00.000+01:00;15.75
2728930000200;2022-05-11T00:00:00.000+01:00;16.46
2728930000200;2022-05-12T00:00:00.000+01:00;16.95
2728930000200;2022-05-13T00:00:00.000+01:00;16.41
2728930000200;2022-05-14T00:00:00.000+01:00;16.11
2728930000200;2022-05-15T00:00:00.000+01:00;16.41
2728930000200;2022-05-16T00:00:00.000+01:00;16.60
2728930000200;2022-05-17T00:00:00.000+01:00;16.58
2728930000200;2022-05-18T00:00:00.000+01:00;17.48
2728930000200;2022-05-19T00:00:00.000+01:00;18.19
2728930000200;2022-05-20T00:00:00.000+01:00;18.47
2728930000200;2022-05-21T00:00:00.000+01:00;17.70
2728930000200;2022-05-22T00:00:00.000+01:00;17.27
2728930000200;2022-05-23T00:00:00.000+01:00;17.42
2728930000200;2022-05-24T00:00:00.000+01:00;17.36
2728930000200;2022-05-25T00:00:00.000+01:00;16.83
2728930000200;2022-05-26T00:00:00.000+01:00;16.62
2728930000200;2022-05-27T00:00:00.000+01:00;16.60
2728930000200;2022-05-28T00:00:00.000+01:00;16.11
2728930000200;2022-05-29T00:00:00.000+01:00;15.37
2728930000200;2022-05-30T00:00:00.000+01:00;14.78
2728930000200;2022-05-31T00:00:00.000+01:00;14.53
2728930000200;2022-06-01T00:00:00.000+01:00;14.77
2728930000200;2022-06-02T00:00:00.000+01:00;14.90
2728930000200;2022-06-03T00:00:00.000+01:00;15.60
2728930000200;2022-06-04T00:00:00.000+01:00;16.66
2728930000200;2022-06-05T00:00:00.000+01:00;17.28
2728930000200;2022-06-06T00:00:00.000+01:00;17.41
2728930000200;2022-06-07T00:00:00.000+01:00;17.23
2728930000200;2022-06-08T00:00:00.000+01:00;16.90
2728930000200;2022-06-09T00:00:00.000+01:00;16.76
2728930000200;2022-06-10T00:00:00.000+01:00;16.65
2728930000200;2022-06-11T00:00:00.000+01:00;17.33
2728930000200;2022-06-12T00:00:00.000+01:00;18.08
2728930000200;2022-06-13T00:00:00.000+01:00;17.99
2728930000200;2022-06-14T00:00:00.000+01:00;17.40
2728930000200;2022-06-15T00:00:00.000+01:00;17.90
2728930000200;2022-06-16T00:00:00.000+01:00;18.74
2728930000200;2022-06-17T00:00:00.000+01:00;18.95
2728930000200;2022-06-18T00:00:00.000+01:00;19.67
2728930000200;2022-06-19T00:00:00.000+01:00;20.42
2728930000200;2022-06-20T00:00:00.000+01:00;19.29
2728930000200;2022-06-21T00:00:00.000+01:00;18.66
2728930000200;2022-06-22T00:00:00.000+01:00;18.65
2728930000200;2022-06-23T00:00:00.000+01:00;19.52
2728930000200;2022-06-24T00:00:00.000+01:00;20.12
2728930000200;2022-06-25T00:00:00.000+01:00;19.81
2728930000200;2022-06-26T00:00:00.000+01:00;19.60
2728930000200;2022-06-27T00:00:00.000+01:00;18.72
2728930000200;2022-06-28T00:00:00.000+01:00;18.47
2728930000200;2022-06-29T00:00:00.000+01:00;18.86
2728930000200;2022-06-30T00:00:00.000+01:00;19.43
2728930000200;2022-07-01T00:00:00.000+01:00;19.37
2728930000200;2022-07-02T00:00:00.000+01:00;18.84
2728930000200;2022-07-03T00:00:00.000+01:00;19.43
2728930000200;2022-07-04T00:00:00.000+01:00;19.60
2728930000200;2022-07-05T00:00:00.000+01:00;19.32
2728930000200;2022-07-06T00:00:00.000+01:00;18.78
2728930000200;2022-07-07T00:00:00.000+01:00;18.24
2728930000200;2022-07-08T00:00:00.000+01:00;18.20
2728930000200;2022-07-09T00:00:00.000+01:00;18.62
2728930000200;2022-07-10T00:00:00.000+01:00;17.92
2728930000200;2022-07-11T00:00:00.000+01:00;17.55
2728930000200;2022-07-12T00:00:00.000+01:00;18.10
2728930000200;2022-07-13T00:00:00.000+01:00;19.31
2728930000200;2022-07-14T00:00:00.000+01:00;19.68
2728930000200;2022-07-15T00:00:00.000+01:00;18.98
2728930000200;2022-07-16T00:00:00.000+01:00;18.27
2728930000200;2022-07-17T00:00:00.000+01:00;18.34
2728930000200;2022-07-18T00:00:00.000+01:00;19.13
2728930000200;2022-07-19T00:00:00.000+01:00;20.18
2728930000200;2022-07-20T00:00:00.000+01:00;21.05
2728930000200;2022-07-21T00:00:00.000+01:00;20.90
2728930000200;2022-07-22T00:00:00.000+01:00;20.36
2728930000200;2022-07-23T00:00:00.000+01:00;20.22
2728930000200;2022-07-24T00:00:00.000+01:00;20.42
2728930000200;2022-07-25T00:00:00.000+01:00;20.69
2728930000200;2022-07-26T00:00:00.000+01:00;20.08
2728930000200;2022-07-27T00:00:00.000+01:00;19.33
2728930000200;2022-07-28T00:00:00.000+01:00;18.78
