system:index,B1_max,B1_mean,B1_median,B1_min,B1_stdDev,B2_max,B2_mean,B2_median,B2_min,B2_stdDev,B3_max,B3_mean,B3_median,B3_min,B3_stdDev,B4_max,B4_mean,B4_median,B4_min,B4_stdDev,B5_max,B5_mean,B5_median,B5_min,B5_stdDev,B6_max,B6_mean,B6_median,B6_min,B6_stdDev,B7_max,B7_mean,B7_median,B7_min,B7_stdDev,B8A_max,B8A_mean,B8A_median,B8A_min,B8A_stdDev,B8_max,B8_mean,B8_median,B8_min,B8_stdDev,CLOUD_COVER,add_ndssi_max,add_ndssi_mean,add_ndssi_median,add_ndssi_min,add_ndssi_stdDev,add_ndti_max,add_ndti_mean,add_ndti_median,add_ndti_min,add_ndti_stdDev,add_nsmi_max,add_nsmi_mean,add_nsmi_median,add_nsmi_min,add_nsmi_stdDev,add_spm_B4_nechad_max,add_spm_B4_nechad_mean,add_spm_B4_nechad_median,add_spm_B4_nechad_min,add_spm_B4_nechad_stdDev,add_spm_B5_nechad_max,add_spm_B5_nechad_mean,add_spm_B5_nechad_median,add_spm_B5_nechad_min,add_spm_B5_nechad_stdDev,add_spm_B6_nechad_max,add_spm_B6_nechad_mean,add_spm_B6_nechad_median,add_spm_B6_nechad_min,add_spm_B6_nechad_stdDev,add_spm_B7_nechad_max,add_spm_B7_nechad_mean,add_spm_B7_nechad_median,add_spm_B7_nechad_min,add_spm_B7_nechad_stdDev,add_spm_B8A_nechad_max,add_spm_B8A_nechad_mean,add_spm_B8A_nechad_median,add_spm_B8A_nechad_min,add_spm_B8A_nechad_stdDev,add_spm_B8_nechad_max,add_spm_B8_nechad_mean,add_spm_B8_nechad_median,add_spm_B8_nechad_min,add_spm_B8_nechad_stdDev,add_tur_B4_nechad_max,add_tur_B4_nechad_mean,add_tur_B4_nechad_median,add_tur_B4_nechad_min,add_tur_B4_nechad_stdDev,add_tur_B5_nechad_max,add_tur_B5_nechad_mean,add_tur_B5_nechad_median,add_tur_B5_nechad_min,add_tur_B5_nechad_stdDev,add_tur_B6_nechad_max,add_tur_B6_nechad_mean,add_tur_B6_nechad_median,add_tur_B6_nechad_min,add_tur_B6_nechad_stdDev,add_tur_B7_nechad_max,add_tur_B7_nechad_mean,add_tur_B7_nechad_median,add_tur_B7_nechad_min,add_tur_B7_nechad_stdDev,add_tur_B8A_nechad_max,add_tur_B8A_nechad_mean,add_tur_B8A_nechad_median,add_tur_B8A_nechad_min,add_tur_B8A_nechad_stdDev,add_tur_B8_nechad_max,add_tur_B8_nechad_mean,add_tur_B8_nechad_median,add_tur_B8_nechad_min,add_tur_B8_nechad_stdDev,add_tur_dogliotti_max,add_tur_dogliotti_mean,add_tur_dogliotti_median,add_tur_dogliotti_min,add_tur_dogliotti_stdDev,cloudiness_500m,platform,roi_coverage,station_id,system:time_start,timestamp,.geo
1_1_20220317T033539_20220317T034756_T47QRV_2,0.030392316982350873,0.02724374001814566,0.027243740018145664,3.283861039295145E-4,0.00565760769052272,0.031210457347252262,0.027335812816707404,0.027358676397969982,-6.021385696162273E-4,0.005338877358393253,0.0351578892237016,0.03115239935938956,0.03115239935938956,0.003986556644518234,0.005120118227486246,0.03037584845080235,0.026128823919826093,0.026173083243229256,-0.0012416154393690153,0.004516847533108959,0.02659975510095941,0.022924858755054935,0.022924858755054935,0.005313887412410351,0.0035854638772098713,0.02765073860274794,0.02273591242409842,0.022735912424098424,0.013206149965376618,0.0016397517075198357,0.042897909107076325,0.02616869785523959,0.02616869785523959,0.01852160720137101,0.002390502064917636,0.048488006484745154,0.023157635383124205,0.02315763538312421,0.017819471344015705,0.0035795721130071584,0.04935872540465652,0.019710161360861636,0.019710161360861636,0.004181114959435258,0.0033841355101237236,24.2221625011198,0.15020783444205926,0.07572776764026476,0.08907587609987364,-0.8038935935045397,0.08520888220075044,0.10030619650616432,-0.0902368493008397,-0.08703577622932004,-0.6959239018034495,0.03331801840869943,1.5620102940245395,0.36183741253750007,0.35041955854165563,0.31230248264900373,0.05822920484690951,75.84172798366605,57.65826456373049,60.384736609958914,-1.3574052932952791,13.099582966003453,70.66361829997442,55.85419660157213,57.89957019847779,8.580153364413743,11.186986009314078,258.36127937584274,187.12356876215426,183.3062967996286,87.45697177037836,20.035099131002028,709.100023048955,250.3279022413098,236.80414607837963,146.46137138598053,48.8026938748641,1618.1858047657652,340.16115857559606,305.7981808730106,226.262006282924,131.53858646602947,1404.9917706577914,214.27154906393474,201.7045889342473,33.34165929735539,78.7920110785334,60.30467031889366,45.84630029031203,47.939952289432284,-1.0793250744355747,10.415981453507802,50.34139385008751,39.79102934361028,41.31191515131504,6.112578016858529,7.969708914417948,178.38307397147864,129.19767810774914,126.56207919561551,60.38382958284587,13.833042547803673,512.9962721250968,181.0989655683912,170.45287660884355,105.95703721497442,35.30616163262512,1148.5197253241722,241.43197849257362,216.65392718117056,160.59118584653268,93.36051567907737,999.8368176102662,152.4824473670796,142.77866452555318,23.726984899068945,56.07090038185154,60.30467031889366,45.84630029031203,47.939952289432284,-1.0793250744355747,10.415981453507802,0.1171892916085519,SENTINEL-2,90.01874649828714,012001,1647489199627,2022-03-17T03:53:19.627,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[102.7155026634357,17.87762108024395],[102.7174743213619,17.87762108024395],[102.7174743213619,17.88345891974405],[102.7155026634357,17.88345891974405],[102.7155026634357,17.87762108024395]]]}"
1_1_20220411T033541_20220411T034207_T47QRV_2,0.03321580865622476,0.026989560746864524,0.026989560746864524,1.8513492089999043E-4,0.0072891032642622205,0.03404108136720181,0.027938004996446664,0.027938004996446664,8.074785571144923E-4,0.0069157790538175445,0.035475340621550916,0.02979334435511954,0.02979334435511954,0.0034896523699847956,0.006537169684838788,0.030485700756027828,0.02524168554785635,0.025284051806552126,-7.983465584540369E-4,0.005697748150751537,0.028890055793741713,0.024440951545516086,0.024440951545516086,0.0056869751207970064,0.004921136323606653,0.034406412429407264,0.030371081621388112,0.030371081621388112,0.017800550627745576,0.0031242014551509456,0.03982380171879435,0.03445678611432029,0.03445678611432029,0.024165682857479037,0.0025432301219064177,0.047869501426935905,0.03244210431656682,0.032442104316566814,0.023559379501780043,0.0027267400215630296,0.04155134895544543,0.027412508689248,0.027412508689248,0.013189329412362151,0.003247141589021868,,0.10715335353559156,0.05151137385488304,0.06935333625872997,-0.7777103018825918,0.0826669715545774,0.03171158081068547,-0.08709078805102198,-0.08126055765077998,-0.7284874844379605,0.044510367097300864,0.7313244741466811,0.333407459096176,0.3262185107932196,0.29807454889449353,0.0357899365705949,76.4570371945933,55.34092896242423,62.901414143650676,-0.8797314253865829,16.993382032364398,82.47397255983859,63.32189218827892,70.85617471110523,9.246124994135846,17.332301954331953,397.96836098360654,312.72839957465226,336.3191787234999,129.91820186053855,55.98921787403342,578.7074861298229,418.1315962198695,437.3996512400463,217.34205386696354,59.67823856991947,1546.750920776738,593.7748653874291,593.4555991469168,338.37954958685816,120.35381229282157,819.0492651846228,352.67792423836323,373.06830011960676,122.80286202792135,69.51380139971269,60.7939263009981,44.00369776568199,49.94178750901216,-0.6995082389015979,13.512090616994652,58.7551958829944,45.111082487324175,50.576640416632664,6.58702216380985,12.347686971075294,274.77344804588614,215.92033206011203,232.20835986412342,89.70077973261836,38.65721991219667,418.6641847210737,302.4960416673118,316.4354579346419,157.23545308934058,43.17404162776533,1097.8182712043733,421.4362425443985,420.8943681100592,240.1674679151391,85.42203684470124,582.8614998825358,250.97682475875953,265.5243077960564,87.39042130185915,49.46823136119935,60.7939263009981,44.00369776568199,49.94178750901216,-0.6995082389015979,13.512090616994652,0.0,SENTINEL-2,90.60761379249583,012001,1649649203445,2022-04-11T03:53:23.445,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[102.7155026634357,17.87762108024395],[102.7174743213619,17.87762108024395],[102.7174743213619,17.88345891974405],[102.7155026634357,17.88345891974405],[102.7155026634357,17.87762108024395]]]}"
1_2_1_LC08_128048_20130515_2,0.015396994154344009,0.009683538170899269,0.009683538170899269,3.49256774743452E-5,0.0033450912874971885,0.01988175967048854,0.013950882006385763,0.013950882006385763,0.002605456456378494,0.0035807726359216494,0.03441078986249416,0.027231447125530436,0.027231447125530436,5.362398461535107E-4,0.007048354437439325,0.04189163632339723,0.033288514729645634,0.033288514729645634,8.86193762459982E-4,0.009156892665886898,0.13512019396640584,0.025354218331338108,0.02432513675682152,0.01077514868853492,0.021119532632814873,,,,,,,,,,,,,,,,,,,,,20.35,0.1562548920168344,-0.1468207969660003,-0.07172790190482223,-0.856320005897428,0.18579640829893532,0.8603303866056948,0.11282342957270856,0.10669247023936107,-0.7025035760718904,0.10133958990368806,0.873914510267895,0.654763745949143,0.6673369900830219,0.5777301684147201,0.05384423750941052,173.51709211342092,96.27505675200578,103.71534751218013,0.8189233901123159,40.75840794506245,13849.425866299687,257.6861312605565,222.257316328624,-10647.172915097008,1446.2601690714396,,,,,,,,,,,,,,,,,,,,,141.14570886007192,78.31396299520205,84.36619162973565,0.6661448793986317,33.154511243499954,9829.73571082739,182.8946983860504,158.39950030257197,-7556.912238329934,1026.4941932114286,,,,,,,,,,,,,,,,,,,,,141.14570886007192,78.31396299520205,84.36619162973565,0.6661448793986317,33.154511243499954,0.0,LANDSAT-8,92.70794522345729,012001,1.368588765638E12,2013-05-15T03:32:45.638,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[102.7155026634357,17.87762108024395],[102.7174743213619,17.87762108024395],[102.7174743213619,17.88345891974405],[102.7155026634357,17.88345891974405],[102.7155026634357,17.87762108024395]]]}"
1_2_1_LC08_128048_20130616_2,0.02453325510798074,0.022375085433934898,0.022375085433934898,6.211332000864045E-4,0.004638406476363477,0.027325119389275083,0.025133010307917536,0.025133010307917536,0.0013822810935256347,0.0049437896474620845,0.03762597169177664,0.03349975090232759,0.03349975090232759,5.913586530656478E-4,0.009114446865353136,0.044154270444832604,0.04031127562178997,0.04031127562178997,0.0015064045142851453,0.00912906105410491,0.12850250904591407,0.034490606388880414,0.03386046667755817,0.011354825065564391,0.01743235823593806,,,,,,,,,,,,,,,,,,,,,25.6,-0.05337467913306591,-0.11815284881440945,-0.07056046554864925,-0.9308101894551987,0.15688070499918166,0.7186614463431794,0.0860231968478587,0.08140982171949547,-0.3897228822819977,0.08040857664187612,0.9120869767534479,0.5145372526281053,0.508460671779704,0.4958827719883156,0.05153876147139579,226.38957179582175,184.34919316433945,208.74929471083948,1.4086064401834435,62.77972462815697,12000.528410308363,414.1315019506953,530.0745590313177,-6714.180197355331,1216.099166834635,,,,,,,,,,,,,,,,,,,,,184.15428820558185,149.95697098217153,169.804984725897,1.1458165422377817,51.06752670157218,8517.466630197869,293.932994262886,372.3908013083389,-4765.440639345969,863.1356652285342,,,,,,,,,,,,,,,,,,,,,184.15428820558185,149.95697098217153,169.804984725897,1.1458165422377817,51.06752670157218,0.0,LANDSAT-8,91.13763896994244,012001,1.371353565515E12,2013-06-16T03:32:45.515,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[102.7155026634357,17.87762108024395],[102.7174743213619,17.87762108024395],[102.7174743213619,17.88345891974405],[102.7155026634357,17.88345891974405],[102.7155026634357,17.87762108024395]]]}"
1_2_1_LC08_128048_20131006_2,0.022029444446512655,0.019923414756845993,0.019923414756845993,0.00500440439013083,0.0033337864699016107,0.02441502574468998,0.021915660017082724,0.021915660017082724,5.423453419601562E-4,0.003961159499909298,0.03351685183362745,0.030146746910577296,0.030146746910577296,5.273473089632269E-4,0.0068225262159786046,0.04111275168743214,0.037522220350161194,0.037522220350161194,0.0015078832735632057,0.007926475080619041,0.08307748010187337,0.03160866329188896,0.03160866329188896,0.018585257525538856,0.009175944295646278,,,,,,,,,,,,,,,,,,,,,1.7,-0.10884091989129566,-0.16084709428978075,-0.14213400708237878,-0.953613680441745,0.1194777476317022,0.4806070773960823,0.1112172153094571,0.1075416585199701,-0.4486589544215574,0.059814817034349536,0.9545527195251188,0.5290050293586608,0.5217481607717479,0.5062383839871669,0.05056326459056623,159.72584826797083,131.20318904882174,148.2330040434412,1.4100291706222325,40.75186334055965,7318.046164730788,295.13503698132604,487.47761507973354,-32695.39934770129,2696.1589410613533,,,,,,,,,,,,,,,,,,,,,129.9273622123782,106.72589597624793,120.26590523200852,1.1469738478026332,33.149187601716136,5194.039118544141,209.47434504061698,353.0595480555858,-23205.809226352478,1913.6193861658146,,,,,,,,,,,,,,,,,,,,,129.9273622123782,106.72589597624793,120.26590523200852,1.1469738478026332,33.149187601716136,0.0,LANDSAT-8,92.40325815608705,012001,1.381030360876E12,2013-10-06T03:32:40.876,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[102.7155026634357,17.87762108024395],[102.7174743213619,17.87762108024395],[102.7174743213619,17.88345891974405],[102.7155026634357,17.88345891974405],[102.7155026634357,17.87762108024395]]]}"
1_2_1_LC08_128048_20131123_2,0.013475272260596301,0.01190552803966007,0.01190552803966007,5.01609127996034E-4,0.0023972601773666305,0.016927221634761343,0.014934215080752797,0.014934215080752797,0.0012043835430164043,0.002738708891925216,0.0274527742452665,0.025226460275984863,0.025226460275984863,0.0025013508239488894,0.005161616425753829,0.03314721307963994,0.030187842024582325,0.030187842024582325,0.0018939489222385164,0.006391319839039066,0.09354571359233163,0.014105214447758738,0.014105214447758738,0.0013034328749111602,0.016175515164097584,,,,,,,,,,,,,,,,,,,,,1.34,0.36271658925166694,0.22699054519646525,0.28103351451204145,-0.8663644806454928,0.20500941209655615,0.5490029536796475,0.10219708314615898,0.09284873345394631,-0.4518774845684211,0.07555605368626411,0.9288613582550033,0.5926890038143126,0.5817452161737442,0.5584501466476003,0.04977113357232326,78.78874347743833,67.20494511819068,74.1143440871952,1.7842475208546453,18.487267884078936,4980.456994443623,-488.208866057963,104.38604424733329,-197833.9611840985,14906.35712988591,,,,,,,,,,,,,,,,,,,,,64.08989980680558,54.667177175887936,60.29896159244403,1.4513779481057594,15.038279506659222,3534.9173638779043,-346.5099688146639,77.69840614229763,-140414.16386781595,10579.900741916823,,,,,,,,,,,,,,,,,,,,,64.08989980680558,54.667177175887936,60.29896159244403,1.4513779481057594,15.038279506659222,0.0,LANDSAT-8,91.80169831236715,012001,1.38517754276E12,2013-11-23T03:32:22.760,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[102.7155026634357,17.87762108024395],[102.7174743213619,17.87762108024395],[102.7174743213619,17.88345891974405],[102.7155026634357,17.88345891974405],[102.7155026634357,17.87762108024395]]]}"
1_2_1_LC08_128048_20131209_2,0.02349236488783004,0.021048163840837224,0.021048163840837224,0.0014597595008539828,0.004603735404234351,0.02548678139718011,0.02284333526693328,0.02284333526693328,4.4486320429421857E-4,0.0047297862962304565,0.032646024989488584,0.029329824285434562,0.029329824285434562,0.0013073348997166125,0.00636044065360682,0.03504502033318976,0.03150781186512789,0.03150781186512789,8.27832648669154E-4,0.006659970460144972,0.06671876429306359,0.018885863136642683,0.018885863136642683,0.0056480579699193425,0.008002080609812579,,,,,,,,,,,,,,,,,,,,,0.05,0.21023390184798316,0.12873098147193912,0.18320188732766685,-0.9521596630797493,0.18507462631228158,0.6351305466940204,0.036934960678793934,0.037006451620585364,-0.6228691535248906,0.07656441404287327,0.9436712336794749,0.47077719213723646,0.4569215176233363,0.4512636463357935,0.06030209123494938,91.78894289737869,74.97867753437987,82.91359457002284,0.764147492149704,21.040755690485184,69457.73856276124,780.8111381751477,205.18035194286946,57.5628881321689,5270.240949984189,,,,,,,,,,,,,,,,,,,,,74.66477943451605,60.99064052469941,67.37808132421853,0.621587983866253,17.115388119481878,49298.16006344713,554.1866646622727,151.06658081593102,40.85569918591302,3740.5937380251726,,,,,,,,,,,,,,,,,,,,,74.66477943451605,60.99064052469941,67.37808132421853,0.621587983866253,17.115388119481878,0.0029986293690109685,LANDSAT-8,90.75743216472796,012001,1.38655994379E12,2013-12-09T03:32:23.790,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[102.7155026634357,17.87762108024395],[102.7174743213619,17.87762108024395],[102.7174743213619,17.88345891974405],[102.7155026634357,17.88345891974405],[102.7155026634357,17.87762108024395]]]}"
1_2_1_LC08_128048_20140416_2,0.021942561057140514,0.020242347138570337,0.020242347138570337,0.0010683848134390916,0.004011544740490792,0.02379840137713118,0.022049663230963367,0.022049663230963367,6.946279718086834E-4,0.004163724129713378,0.029244666988861252,0.026967717358354137,0.026967717358354137,2.2783788831826814E-4,0.005771038181922563,0.026374226028404654,0.02374732697847915,0.02374732697847915,3.427094168746009E-4,0.005412783008363332,0.057573155670258155,0.021503438682406367,0.021503438682406367,0.0070526415821578784,0.005872737276445138,,,,,,,,,,,,,,,,,,,,,21.06,0.08057924723503335,0.024714172546410312,0.06227082937779619,-0.9397708910694834,0.1447297318693762,0.7440359024429691,-0.04850980150753252,-0.0590276619935968,-0.11120510998812563,0.08173738103144478,0.9076235302765976,0.41492220010794967,0.40359327418915236,0.3948549980905572,0.05986053081872568,47.13269707804687,40.52658590940603,44.30793574014042,0.31346680844425034,10.713394998954206,3711.8613859356674,336.34559501420205,275.3369949651021,73.5529837314486,335.42382744665,,,,,,,,,,,,,,,,,,,,,38.339611726661786,32.96593797297325,36.05565835318841,0.2549863782470911,8.714701894824945,2634.521948505988,238.72385313355562,195.47835736202754,52.20479157784038,238.0696215673287,,,,,,,,,,,,,,,,,,,,,38.339611726661786,32.96593797297325,36.05565835318841,0.2549863782470911,8.714701894824945,0.0,LANDSAT-8,90.1871214298388,012001,1.397619044265E12,2014-04-16T03:30:44.265,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[102.7155026634357,17.87762108024395],[102.7174743213619,17.87762108024395],[102.7174743213619,17.88345891974405],[102.7155026634357,17.88345891974405],[102.7155026634357,17.87762108024395]]]}"
1_2_1_LC08_128048_20140603_2,0.012149920095299803,0.010764392072764247,0.010764392072764247,0.001508046969189041,0.0017532978720766136,0.015837734945711477,0.01426532236461743,0.01426532236461743,3.145315758966617E-4,0.0025975412367397984,0.028587383561891718,0.026485756036321254,0.026485756036321254,0.004777062736330365,0.004514126337698253,0.03892036044469867,0.035785994177676424,0.035785994177676424,0.003045085318386359,0.007493795817156789,0.09789334232519263,0.018865593099844653,0.018865593099844653,0.00773614312930111,0.015169823238426684,,,,,,,,,,,,,,,,,,,,,5.24,0.08583504124841622,0.01151197017632457,0.05191185535821347,-0.9515631751942782,0.16160854829035284,0.4642136887256859,0.1671844199171798,0.16119138342913197,0.015218037105782815,0.04259617049343407,0.9804279649279883,0.643231932129784,0.6356526262947325,0.6199497526488433,0.05071887733158418,128.72811259533364,110.2221184599723,123.32540599274003,2.933941755634119,31.966445658442268,21210.66322706106,179.87235095008083,159.05832588605796,-13128.51055811979,2159.5747132846673,,,,,,,,,,,,,,,,,,,,,104.71257027873038,89.65905809395647,100.31779369563961,2.386584997531269,26.002779191622764,15054.430110400062,127.66577391679921,110.67235192489788,-9318.06056864394,1532.7746351586388,,,,,,,,,,,,,,,,,,,,,104.71257027873038,89.65905809395647,100.31779369563961,2.386584997531269,26.002779191622764,0.0,LANDSAT-8,91.01784733918315,012001,1.401766225037E12,2014-06-03T03:30:25.037,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[102.7155026634357,17.87762108024395],[102.7174743213619,17.87762108024395],[102.7174743213619,17.88345891974405],[102.7155026634357,17.88345891974405],[102.7155026634357,17.87762108024395]]]}"
1_2_1_LC08_128048_20140907_2,0.017414497941603206,0.015637057367252,0.015637057367252,0.001461047993855418,0.0030946217015071194,0.020661675232639877,0.018586906264993024,0.018586906264993024,6.971817053940623E-4,0.0033829999535028646,0.03501305661795305,0.031025030772096788,0.031025030772096788,0.0011078084667732325,0.006457947606940307,0.050374486200857556,0.045400545116738834,0.045400545116738834,0.00254970596420273,0.008912347950775397,0.12739877833109248,0.03516100351416761,0.034773726158127294,0.015015299791633045,0.017631523113529068,,,,,,,,,,,,,,,,,,,,,21.09,-0.17264664483813438,-0.2491568215349398,-0.214581448250782,-0.9795058140656296,0.11328162517277961,0.7264768518213509,0.1926318618463059,0.187040603778255,-0.038186413279303,0.05308857947314705,0.9513202620405452,0.6237621875986116,0.6136441301950385,0.5966984621691558,0.04032478311777253,746.2216467031171,417.8303772709683,446.9029688421584,2.4328360249667065,173.37784820425966,21970.7884132872,-15904.103413488365,579.2884789915275,-2446539.603050045,184999.70484652848,,,,,,,,,,,,,,,,,,,,,607.0063877153635,339.8798588938582,363.52866199293686,1.9789656517514098,141.03244232232854,15593.934762786255,-11288.058781748457,411.1544192362469,-1736450.1558561653,131304.95247802773,,,,,,,,,,,,,,,,,,,,,602.1195964985379,339.80263265485956,363.52866199293686,1.9789656517514098,140.88913034674772,0.204856462814402,LANDSAT-8,94.61939435783027,012001,1.410060655687E12,2014-09-07T03:30:55.687,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[102.7155026634357,17.87762108024395],[102.7174743213619,17.87762108024395],[102.7174743213619,17.88345891974405],[102.7155026634357,17.88345891974405],[102.7155026634357,17.87762108024395]]]}"
