,identifier,station_code,station_name,parameter,date,value,river,lat,lon,unit,country_code,country,interval,utc_offset,med_frq
0,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-06-07 17:00:00+00:00,52.06,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
1,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-07-07 17:00:00+00:00,360.98,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
2,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-07-14 17:00:00+00:00,133.96,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
3,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-07-20 17:00:00+00:00,208.81,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
4,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-07-26 17:00:00+00:00,217.21,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
5,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-08-06 17:00:00+00:00,319.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
6,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-08-09 17:00:00+00:00,387.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
7,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-08-23 17:00:00+00:00,230.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
8,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-08-26 17:00:00+00:00,223.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
9,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-09-06 17:00:00+00:00,190.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
10,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-09-09 17:00:00+00:00,220.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
11,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-09-19 17:00:00+00:00,278.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
12,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-09-22 17:00:00+00:00,278.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
13,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-10-07 17:00:00+00:00,235.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
14,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-10-10 17:00:00+00:00,211.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
15,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-10-21 17:00:00+00:00,198.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
16,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-10-25 17:00:00+00:00,118.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
17,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-11-10 17:00:00+00:00,132.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
18,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-11-25 17:00:00+00:00,43.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
19,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-12-09 17:00:00+00:00,25.0,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
20,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2011-12-23 17:00:00+00:00,18.3,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
21,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2012-01-14 17:00:00+00:00,15.6,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
22,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2012-01-24 17:00:00+00:00,12.1,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
23,Sediment Concentration.Measured DSMP@KH_014501_[Stung Treng],014501,Stung Treng,Sediment Concentration,2012-02-10 17:00:00+00:00,8.5,Mekong,13.5325002670288,105.950187683105,mg/l,KH,Cambodia,Unknown,7,10 days
